Destination ID,Attraction,Hotel Name,Location,Review (short),Rating (approx.),Price,Province
70,Bhedetar,TEC Resort & Bar (Tec Resort),Bhedetar (hill-station near Dharan),Popular weekend resort with valley views and casual dining.,4.3,Low (~$10–20),1
70,Bhedetar,Namaste Resort (Bhedetar ),Bhedetar area,Family-run hotel used by domestic visitors.,3.8,Medium (~$35–60),1
70,Bhedetar,Paul’s Hotel - Pauls Hotel ,Bhedetar,Small resort with scenic terraces and bonfire options.,4,High (~$90+),1
71,Nesum,NO,NO,NO,NO,NO,1
71,Nesum,NO,NO,NO,NO,NO,1
71,Nesum,NO,NO,NO,NO,NO,1
72,Change Hiti,NO,NO,NO,NO,NO,1
72,Change Hiti,NO,NO,NO,NO,NO,1
72,Change Hiti,NO,NO,NO,NO,NO,1
73,Banjhogara,NO,NO,NO,NO,NO,1
73,Banjhogara,NO,NO,NO,NO,NO,1
73,Banjhogara,NO,NO,NO,NO,NO,1
74,Dhankuta,Hotel Kanjirowa,"28F7+8JP, Pakhribas 56806","Convenient, clean family-run hotel; base for Hile visits.",4,Low (~$10–20),1
74,Dhankuta,Horizon Mountain Resort,"28WC+VMC, Dhankuta 56806",Hilltop rooms with panoramic vistas.,4.1,Medium (~$35–60),1
74,Dhankuta,Hotel Makalu View Hile,Hile,Budget-to-mid option with friendly staff.,3.9,High (~$90+),1
75,Panchami Danda,The Hotel Nanglo,Pathibhara Devi Temple,Small lodge near the viewpoint used by nature lovers.,4,Low (~$10–20),1
75,Panchami Danda,Taplejung Guest House and Hotel Pathivara,Taplejung,Authentic meals and local hospitality.,4.1,Medium (~$35–60),1
75,Panchami Danda,Hotel Pathibhara (EV Charging point),Phungling,Cozy cottage with sunrise viewpoints.,4,High (~$90+),1
76,Yakthung civilization ,NO,NO,NO,NO,NO,1
76,Yakthung civilization ,NO,NO,NO,NO,NO,1
76,Yakthung civilization ,NO,NO,NO,NO,NO,1
77,Santhakra,NO,NO,NO,NO,NO,1
77,Santhakra,NO,NO,NO,NO,NO,1
77,Santhakra,NO,NO,NO,NO,NO,1
78,Gurase Pokhari,NO,NO,NO,NO,NO,1
78,Gurase Pokhari,NO,NO,NO,NO,NO,1
78,Gurase Pokhari,NO,NO,NO,NO,NO,1
79,Lingtep,NO,NO,NO,NO,NO,1
79,Lingtep,NO,NO,NO,NO,NO,1
79,Lingtep,NO,NO,NO,NO,NO,1
80,Thukima,NO,NO,NO,NO,NO,1
80,Thukima,NO,NO,NO,NO,NO,1
80,Thukima,NO,NO,NO,NO,NO,1
81,Halesi Mahadev Temple ,NO,NO,NO,NO,NO,1
81,Halesi Mahadev Temple ,NO,NO,NO,NO,NO,1
81,Halesi Mahadev Temple ,NO,NO,NO,NO,NO,1
82,Kipa Chyoling Gumba,NO,NO,NO,NO,NO,1
82,Kipa Chyoling Gumba,NO,NO,NO,NO,NO,1
82,Kipa Chyoling Gumba,NO,NO,NO,NO,NO,1
83,Nalbu,NO,NO,NO,NO,NO,1
83,Nalbu,NO,NO,NO,NO,NO,1
83,Nalbu,NO,NO,NO,NO,NO,1
84,Hile Tiny Viewpoint,Hotel Hile View,Hile (Dhankuta),Small lodge close to the tiny viewpoint; good morning views.,3.9,Low (~$10–20),1
84,Hile Tiny Viewpoint,Hotel Makalu View Hile,Hile,Cafe + rooms; relaxed atmosphere.,4.1,Medium (~$35–60),1
84,Hile Tiny Viewpoint,Hotel Kanjirowa,Hile,Comfortable rooms and terrace views.,4,High (~$90+),1
85,Tapethok,Hill Side Lodge,Tapethok ,Local guesthouse with traditional meals.,3.9,Low (~$10–20),1
85,Tapethok,Sekathum Itahari Guest House,Sekathum ,Authentic homestay experience close to trails.,4.1,Medium (~$35–60),1
85,Tapethok,Hotel Shingi Namjong,Lelep ,Cottage with scenic sunrise views.,4,High (~$90+),1
86,Yamfudin,NO,NO,NO,NO,NO,1
86,Yamfudin,NO,NO,NO,NO,NO,1
86,Yamfudin,NO,NO,NO,NO,NO,1
87,Lelep,NO,NO,NO,NO,NO,1
87,Lelep,NO,NO,NO,NO,NO,1
87,Lelep,NO,NO,NO,NO,NO,1
88,Kumbhakarna,NO,NO,NO,NO,NO,1
88,Kumbhakarna,NO,NO,NO,NO,NO,1
88,Kumbhakarna,NO,NO,NO,NO,NO,1
89,Ekamba,Paruhang Homestay Itahari,"NTC Rd, Itahari 56705",Affordable rooms with local food,4,Low (~$10–20),1
89,Ekamba,City Guest House & Family Restaurant,"8, City Safari Line, New Bus Park Nepal, Itahari",Clean rooms and friendly staff,4,Medium (~$35–60),1
89,Ekamba,Yara Hotel,"Hamro Bato, Itahari 00977",Luxurious stay with rooftop view,3.8,High (~$90+),1
90,Bhurkee,Paruhang Homestay Itahari,"NTC Rd, Itahari 56705",Cozy local inn with homely food,4.1,Low (~$10–20),1
90,Bhurkee,City Guest House & Family Restaurant,"8, City Safari Line, New Bus Park Nepal, Itahari",Peaceful stay surrounded by greenery,4,Medium (~$35–60),1
90,Bhurkee,Yara Hotel,"Hamro Bato, Itahari 00977",Excellent mountain view and service,3.7,High (~$90+),1
91,Bahuni,Sudarshan Resort,Belbari 56600,Budget eco-lodge near highway,4.2,Low (~$10–20),1
91,Bahuni,Hotel Dreamland with garden,Belbari 56600,Comfortable rooms with river view,4,Medium (~$35–60),1
91,Bahuni,Nepalirika Hotel,"M97H+47G, Koshi Haraicha 56600",Premium rooms and fine dining,4.1,High (~$90+),1
92,Keroun,Sudarshan Resort,Belbari 56600,Traditional stay with basic facilities,4,Low (~$10–20),1
92,Keroun,Hotel Dreamland with garden,Belbari 56600,Great hospitality and clean rooms,4.1,Medium (~$35–60),1
92,Keroun,Nepalirika Hotel,"M97H+47G, Koshi Haraicha 56600",Luxury hotel with great amenities,3.9,High (~$90+),1
93,Daulatpur,NO,NO,NO,NO,NO,2
93,Daulatpur,NO,NO,NO,NO,NO,2
93,Daulatpur,NO,NO,NO,NO,NO,2
94,Dalelee Bazaar,NO,NO,NO,NO,NO,1
94,Dalelee Bazaar,NO,NO,NO,NO,NO,1
94,Dalelee Bazaar,NO,NO,NO,NO,NO,1
95,Maharaaj Thaan,NO,NO,NO,NO,NO,1
95,Maharaaj Thaan,NO,NO,NO,NO,NO,1
95,Maharaaj Thaan,NO,NO,NO,NO,NO,1
96,Kanchenjunga Base Camp Viewpoint,Hill Side Lodge,Tapethok ,Basic stay for trekkers,4.1,Low (~$10–20),1
96,Kanchenjunga Base Camp Viewpoint,Sekathum Itahari Guest House,Sekathum ,Warm service and mountain view,4,Medium (~$35–60),1
96,Kanchenjunga Base Camp Viewpoint,Hotel Shingi Namjong,Lelep ,Premium resort with stunning panorama,3.7,High (~$90+),1
97,Dohamna Bazaar,NO,NO,NO,NO,NO,1
97,Dohamna Bazaar,NO,NO,NO,NO,NO,1
97,Dohamna Bazaar,NO,NO,NO,NO,NO,1
98,Hoklabari,NO,NO,NO,NO,NO,1
98,Hoklabari,NO,NO,NO,NO,NO,1
98,Hoklabari,NO,NO,NO,NO,NO,1
99,Koshi Tappu Wetland (extension into Province 2),Aqua Birds Eco Resort ,Near Koshi Tappu (Koshi floodplain / Itahari region),Ideal for bird watchers,4,Low (~$10–20),2
99,Koshi Tappu Wetland (extension into Province 2),Guru Hotel & Lodge (Itahari),Itahari (regional hub for the reserve),Great wildlife experience,4,Medium (~$35–60),2
99,Koshi Tappu Wetland (extension into Province 2),Soaltee Westend Itahari ,Itahari,Premium resort with guided tours,4.1,High (~$90+),2
100,Jholunge Pul Chisang,NO,NO,NO,NO,NO,1
100,Jholunge Pul Chisang,NO,NO,NO,NO,NO,1
100,Jholunge Pul Chisang,NO,NO,NO,NO,NO,1
101,Limbu Villages,Sinam Village Homestay -Sinam Homestay collective,Sinam (Taplejung district),Authentic Limbu cultural stay,4.1,Low (~$10–20),1
101,Limbu Villages,Koldanda Community Homestay (Limbu area),Nearby Limbu village (community homestay network),Modern comfort in traditional style,4.2,Medium (~$35–60),1
101,Limbu Villages,Kanchenjunga Guest House,Taplejung (trailheads for Limbu areas),High-end cultural resort,3.8,High (~$90+),1
102,Dipu Chowk (Shiva Mandir),NO,NO,NO,NO,NO,1
102,Dipu Chowk (Shiva Mandir),NO,NO,NO,NO,NO,1
102,Dipu Chowk (Shiva Mandir),NO,NO,NO,NO,NO,1
103,Borabandh,NO,NO,NO,NO,NO,1
103,Borabandh,NO,NO,NO,NO,NO,1
103,Borabandh,NO,NO,NO,NO,NO,1
104,Chulachuli,Nepalirika Hotel,"Bhrikuti chowk, Damak 57217",Peaceful environment and local meals,3.9,Low (~$10–20),1
104,Chulachuli,Hotel Kamakshya,"Mahendra Hwy, Damak 57217",Cozy stay near tea gardens,4,Medium (~$35–60),1
104,Chulachuli,Hotel Swargalok,"MM6V+RM2, Damak 57217",Luxury rooms with mountain views,3.7,High (~$90+),1
105,Mahamai,NO,NO,NO,NO,NO,1
105,Mahamai,NO,NO,NO,NO,NO,1
105,Mahamai,NO,NO,NO,NO,NO,1
106,Danabari,Domukha Pali Ghar Hotel,"MVMH+248, Shivasatakshi 57300",Budget-friendly and cozy,4,Low (~$10–20),1
106,Danabari,Hotel Panch Tale,"MWF2+WQ, Kankai 57300",Comfortable and scenic location,4.1,Medium (~$35–60),1
106,Danabari,Hotel The Kingsbury,"JXQG+R6M, Mahendra Hwy, Birtamod 57204",Luxury stay with beautiful views,3.8,High (~$90+),1
107,Laxmipura,NO,NO,NO,NO,NO,1
107,Laxmipura,NO,NO,NO,NO,NO,1
107,Laxmipura,NO,NO,NO,NO,NO,1
108,Maghe,NO,NO,NO,NO,NO,1
108,Maghe,NO,NO,NO,NO,NO,1
108,Maghe,NO,NO,NO,NO,NO,1
109,Bhawanitole,Foggy Hill Retreat,Suryodaya 57312,Friendly hosts and clean rooms,3.7,Low (~$10–20),1
109,Bhawanitole,Hotel Darpan Palace,"V3VF+53C, Suryodaya 57312",Great service and good food,4,Medium (~$35–60),1
109,Bhawanitole,Easton Blue Hotel,"2 H07, Suryodaya 57312",High-class stay with cultural vibe,4.1,High (~$90+),1
110,Panchkanya,Foggy Hill Retreat,Suryodaya 57312,Peaceful rural lodge,4.2,Low (~$10–20),1
110,Panchkanya,Hotel Darpan Palace,"V3VF+53C, Suryodaya 57312",Good food and mountain views,3.9,Medium (~$35–60),1
110,Panchkanya,Easton Blue Hotel,"2 H07, Suryodaya 57312",Premium resort near forest,4,High (~$90+),1
111,Premejung,Foggy Hill Retreat,Suryodaya 57312,Simple rooms with great tea,4.1,Low (~$10–20),1
111,Premejung,Hotel Darpan Palace,"V3VF+53C, Suryodaya 57312","Calm, comfortable, scenic",3.8,Medium (~$35–60),1
111,Premejung,Easton Blue Hotel,"2 H07, Suryodaya 57312",Beautiful views and fine dining,4,High (~$90+),1
112,Shree Antu,Antu Pokhari Kanchan View Homestay,"LH Rd 21, Shree Antu 57300",Sunrise viewpoint nearby,4,Low (~$10–20),1
112,Shree Antu,Abhyasi Hotel De Cafe,"4 LH Rd 21, Shree Antu 57300",Cozy stay with valley views,4.1,Medium (~$35–60),1
112,Shree Antu,"Zero Points The Lahure cottage ShreeAntu (ILAM)","V4GP+X8C, Shree Antu 57300",Premium hilltop experience,4.2,High (~$90+),1
113,Samalbung,Antu Pokhari Kanchan View Homestay,"LH Rd 21, Shree Antu 57300",Local guesthouse with nice hosts,4,Low (~$10–20),1
113,Samalbung,Abhyasi Hotel De Cafe,"4 LH Rd 21, Shree Antu 57300",Good food and tea garden view,4,Medium (~$35–60),1
113,Samalbung,Zero Points The Lahure cottage ShreeAntu (ILAM),"V4GP+X8C, Shree Antu 57300",Luxury retreat with tea fields view,4.1,High (~$90+),1
114,"Jhandi Danda, Rambhyang",NO,NO,NO,NO,NO,1
114,"Jhandi Danda, Rambhyang",NO,NO,NO,NO,NO,1
114,"Jhandi Danda, Rambhyang",NO,NO,NO,NO,NO,1
115,Dhunge Dhara Mandir,Hotel Green Carpet Kanyam,"Kanyam Ilam Chalisetar, 00977",Close to temple,4,Low (~$10–20),1
115,Dhunge Dhara Mandir,HOTEL HOSMA HARKATE ILLAM,"M463+7QR, Kolbung 57300",Clean and convenient,4,Medium (~$35–60),1
115,Dhunge Dhara Mandir,Hillwood Hotel & Resort,"H07 ,kutidanda kanyam, harkate, Kolbung 57300",Luxury stay with temple view,3.8,High (~$90+),1
116,Thalthale Pokhari (Targaun),Hotel Green Carpet Kanyam,"Kanyam Ilam Chalisetar, 00977",Quiet and peaceful,4.1,Low (~$10–20),1
116,Thalthale Pokhari (Targaun),HOTEL HOSMA HARKATE ILLAM,"M463+7QR, Kolbung 57300",Scenic and clean,4,Medium (~$35–60),1
116,Thalthale Pokhari (Targaun),Hillwood Hotel & Resort,"H07 ,kutidanda kanyam, harkate, Kolbung 57300",Luxurious lakeside stay,4,High (~$90+),1
117,Fajeegoun,Hotel Green Carpet Kanyam,"Kanyam Ilam Chalisetar, 00977",Local-style homestay,4.2,Low (~$10–20),1
117,Fajeegoun,HOTEL HOSMA HARKATE ILLAM,"M463+7QR, Kolbung 57300",Comfortable mid-range option,4,Medium (~$35–60),1
117,Fajeegoun,Hillwood Hotel & Resort,"H07 ,kutidanda kanyam, harkate, Kolbung 57300",Premium mountain-view resort,3.9,High (~$90+),1
118,Sankhuwasabha,Hotel Barun , Sankhuwasabha,Convenient for trekkers,4.3,Low (~$10–20),1
118,Sankhuwasabha,Hotel Horizon and lodge,Khandbari,Cozy rooms and warm food,4,Medium (~$35–60),1
118,Sankhuwasabha,Arati Hotel,Khandbari,Luxury resort for explorers,4.1,High (~$90+),1
119,Pashupatinagar,Omega Hotel And Lodge,"Buspark, Pashupatinagar 57303",Clean local stay,4,Low (~$10–20),1
119,Pashupatinagar,The Paradise Cottages,"Phikkal-Pashupatinagar Road, Pashupatinagar 57303",Close to Indo-Nepal border,4,Medium (~$35–60),1
119,Pashupatinagar,Hurenkey homestay,"W3JW+F46, Phikkal-Pashupatinagar Road, Pashupatinagar 57303",High-end scenic property,4.2,High (~$90+),1
120,Mankhim Mandir,NO,NO,NO,NO,NO,1
120,Mankhim Mandir,NO,NO,NO,NO,NO,1
120,Mankhim Mandir,NO,NO,NO,NO,NO,1
121,Pothukatla,NO,NO,NO,NO,NO,1
121,Pothukatla,NO,NO,NO,NO,NO,1
121,Pothukatla,NO,NO,NO,NO,NO,1
122,Sherpa Villages (Solukhumbu),Sherpa lodge and shop namkheli,"H94V+95, Chaulakharka 45400",Authentic Sherpa lifestyle,4.2,Low (~$10–20),1
122,Sherpa Villages (Solukhumbu),Sherpa home stay,"Bhandar, Dokharpa Umakunda-2",Great hospitality and food,4.1,Medium (~$35–60),1
122,Sherpa Villages (Solukhumbu),Himalayan Sherpa Guest House (Dukpa),"M8JQ+P95, 45500",High-end mountain experience,4,High (~$90+),1
123,Rungsung,Omega Hotel And Lodge,"Buspark, Pashupatinagar 57303",Clean local lodge,4,Low (~$10–20),1
123,Rungsung,The Paradise Cottages,"Phikkal-Pashupatinagar Road, Pashupatinagar 57303",Comfortable mid-range option,4.2,Medium (~$35–60),1
123,Rungsung,Hurenkey homestay,"W3JW+F46, Phikkal-Pashupatinagar Road, Pashupatinagar 57303",Premium hillside resort,4.1,High (~$90+),1
124,Taplejung,The Hotel Nanglo,Pathibhara Devi Temple,Comfortable rooms,4,Low (~$10–20),1
124,Taplejung,Taplejung Guest House and Hotel Pathivara,Taplejung,Friendly staff and good food,4.2,Medium (~$35–60),1
124,Taplejung,Hotel Pathibhara (EV Charging point),Phungling,Luxury stay with city view,4,High (~$90+),1
125,Ekamba,Paruhang Homestay Itahari,"NTC Rd, Itahari 56705",Affordable rooms with local food,3.9,Low (~$10–20),1
125,Ekamba,City Guest House & Family Restaurant,"8, City Safari Line, New Bus Park Nepal, Itahari",Clean rooms and friendly staff,4.3,Medium (~$35–60),1
125,Ekamba,Yara Hotel,"Hamro Bato, Itahari 00977",Luxurious stay with rooftop view,4.1,High (~$90+),1
126,Bhurkee,Paruhang Homestay Itahari,"NTC Rd, Itahari 56705",Cozy local inn with homely food,4.2,Low (~$10–20),1
126,Bhurkee,City Guest House & Family Restaurant,"8, City Safari Line, New Bus Park Nepal, Itahari",Peaceful stay surrounded by greenery,4,Medium (~$35–60),1
126,Bhurkee,Yara Hotel,"Hamro Bato, Itahari 00977",Excellent mountain view and service,4,High (~$90+),1
127,Gorkhe,Omega Hotel And Lodge,"Buspark, Pashupatinagar 57303",Local-style experience,4.1,Low (~$10–20),1
127,Gorkhe,The Paradise Cottages,"Phikkal-Pashupatinagar Road, Pashupatinagar 57303",Modern and comfortable,4,Medium (~$35–60),1
127,Gorkhe,Hurenkey homestay,"W3JW+F46, Phikkal-Pashupatinagar Road, Pashupatinagar 57303",Premium scenic resort,4,High (~$90+),1
128,Thamserku Viewpoint,"Himalayan Culture Home, Debouche",Khumjung ,Budget-friendly trek lodge,3.9,Low (~$10–20),1
128,Thamserku Viewpoint,Thamserku View Lodge & Restaurant,Khumjung ,Excellent mid-range comfort,4,Medium (~$35–60),1
128,Thamserku Viewpoint,Everest Summit Lodge - Tashinga,Khumjung ,High-end mountain stay,4.2,High (~$90+),1
129,Jamuna,Hotel Chamu,"Mechi 2180’m, ilam Chameita, Bazar 57307",Peaceful and green surroundings,4.1,Low (~$10–20),1
129,Jamuna,Hotel Aadarsha sargam,"4QW9+VGG, Hulak line, Phidim 57400",Comfortable mid-range stay,4,Medium (~$35–60),1
129,Jamuna,"Chintapu Homestay, Ilam, Sandakpur","Maipatal Sandakpur-03, 57300",Premium hillside resort,4,High (~$90+),1
130,Jogmai,NO,NO,NO,NO,NO,1
130,Jogmai,NO,NO,NO,NO,NO,1
130,Jogmai,NO,NO,NO,NO,NO,1
131,Mabu,NO,NO,NO,NO,NO,1
131,Mabu,NO,NO,NO,NO,NO,1
131,Mabu,NO,NO,NO,NO,NO,1
132,Maimajhuwa,NO,NO,NO,NO,NO,1
132,Maimajhuwa,NO,NO,NO,NO,NO,1
132,Maimajhuwa,NO,NO,NO,NO,NO,1
133,Chhintapu,NO,NO,NO,NO,NO,1
133,Chhintapu,NO,NO,NO,NO,NO,1
133,Chhintapu,NO,NO,NO,NO,NO,1
134,Bantedara,NO,NO,NO,NO,NO,1
134,Bantedara,NO,NO,NO,NO,NO,1
134,Bantedara,NO,NO,NO,NO,NO,1
135,Sidin,NO,NO,NO,NO,NO,1
135,Sidin,NO,NO,NO,NO,NO,1
135,Sidin,NO,NO,NO,NO,NO,1
136,Lakhanpur,NO,NO,NO,NO,NO,1
136,Lakhanpur,NO,NO,NO,NO,NO,1
136,Lakhanpur,NO,NO,NO,NO,NO,1
137,Charchabari,NO,NO,NO,NO,NO,1
137,Charchabari,NO,NO,NO,NO,NO,1
137,Charchabari,NO,NO,NO,NO,NO,1
138,Chaudhari Gaun,NO,NO,NO,NO,NO,1
138,Chaudhari Gaun,NO,NO,NO,NO,NO,1
138,Chaudhari Gaun,NO,NO,NO,NO,NO,1
139,Tumden Chowk,NO,NO,NO,NO,NO,1
139,Tumden Chowk,NO,NO,NO,NO,NO,1
139,Tumden Chowk,NO,NO,NO,NO,NO,1
140,Sanba,NO,NO,NO,NO,NO,1
140,Sanba,NO,NO,NO,NO,NO,1
140,Sanba,NO,NO,NO,NO,NO,1
141,Tiljung,NO,NO,NO,NO,NO,1
141,Tiljung,NO,NO,NO,NO,NO,1
141,Tiljung,NO,NO,NO,NO,NO,1
142,Papung,NO,NO,NO,NO,NO,1
142,Papung,NO,NO,NO,NO,NO,1
142,Papung,NO,NO,NO,NO,NO,1
143,Phungphunge Waterfall,NO,NO,NO,NO,NO,1
143,Phungphunge Waterfall,NO,NO,NO,NO,NO,1
143,Phungphunge Waterfall,NO,NO,NO,NO,NO,1
144,Dalaicha,NO,NO,NO,NO,NO,1
144,Dalaicha,NO,NO,NO,NO,NO,1
144,Dalaicha,NO,NO,NO,NO,NO,1
145,Dunge,NO,NO,NO,NO,NO,1
145,Dunge,NO,NO,NO,NO,NO,1
145,Dunge,NO,NO,NO,NO,NO,1
146,Tartong,NO,NO,NO,NO,NO,1
146,Tartong,NO,NO,NO,NO,NO,1
146,Tartong,NO,NO,NO,NO,NO,1
147,Papung Gumba,NO,NO,NO,NO,NO,1
147,Papung Gumba,NO,NO,NO,NO,NO,1
147,Papung Gumba,NO,NO,NO,NO,NO,1
148,Tokpegola,NO,NO,NO,NO,NO,1
148,Tokpegola,NO,NO,NO,NO,NO,1
148,Tokpegola,NO,NO,NO,NO,NO,1
149,Keemathnka,NO,NO,NO,NO,NO,1
149,Keemathnka,NO,NO,NO,NO,NO,1
149,Keemathnka,NO,NO,NO,NO,NO,1
150,Chepuwa,NO,NO,NO,NO,NO,1
150,Chepuwa,NO,NO,NO,NO,NO,1
150,Chepuwa,NO,NO,NO,NO,NO,1
151,Guthigumba,NO,NO,NO,NO,NO,1
151,Guthigumba,NO,NO,NO,NO,NO,1
151,Guthigumba,NO,NO,NO,NO,NO,1
152,Yaphu,NO,NO,NO,NO,NO,1
152,Yaphu,NO,NO,NO,NO,NO,1
152,Yaphu,NO,NO,NO,NO,NO,1
153,Seduwa,NO,NO,NO,NO,NO,1
153,Seduwa,NO,NO,NO,NO,NO,1
153,Seduwa,NO,NO,NO,NO,NO,1
154,Siva Mandir Managaun,NO,NO,NO,NO,NO,1
154,Siva Mandir Managaun,NO,NO,NO,NO,NO,1
154,Siva Mandir Managaun,NO,NO,NO,NO,NO,1
155,Hans Pokhari,NO,NO,NO,NO,NO,1
155,Hans Pokhari,NO,NO,NO,NO,NO,1
155,Hans Pokhari,NO,NO,NO,NO,NO,1
156,Kholakharka,NO,NO,NO,NO,NO,1
156,Kholakharka,NO,NO,NO,NO,NO,1
156,Kholakharka,NO,NO,NO,NO,NO,1
157,Hatiya,NO,NO,NO,NO,NO,1
157,Hatiya,NO,NO,NO,NO,NO,1
157,Hatiya,NO,NO,NO,NO,NO,1
158,Dangok,NO,NO,NO,NO,NO,1
158,Dangok,NO,NO,NO,NO,NO,1
158,Dangok,NO,NO,NO,NO,NO,1
159,Bhotkhola,NO,NO,NO,NO,NO,1
159,Bhotkhola,NO,NO,NO,NO,NO,1
159,Bhotkhola,NO,NO,NO,NO,NO,1
160,Guthigumba,NO,NO,NO,NO,NO,1
160,Guthigumba,NO,NO,NO,NO,NO,1
160,Guthigumba,NO,NO,NO,NO,NO,1
161,Chyamtang,NO,NO,NO,NO,NO,1
161,Chyamtang,NO,NO,NO,NO,NO,1
161,Chyamtang,NO,NO,NO,NO,NO,1
162,Chepuwa,NO,NO,NO,NO,NO,1
162,Chepuwa,NO,NO,NO,NO,NO,1
162,Chepuwa,NO,NO,NO,NO,NO,1
163,Thudam,NO,NO,NO,NO,NO,1
163,Thudam,NO,NO,NO,NO,NO,1
163,Thudam,NO,NO,NO,NO,NO,1
164,Brihaspati Tal,NO,NO,NO,NO,NO,1
164,Brihaspati Tal,NO,NO,NO,NO,NO,1
164,Brihaspati Tal,NO,NO,NO,NO,NO,1
165,Rajarshi Tal,NO,NO,NO,NO,NO,1
165,Rajarshi Tal,NO,NO,NO,NO,NO,1
165,Rajarshi Tal,NO,NO,NO,NO,NO,1
166,Rukma,NO,NO,NO,NO,NO,1
166,Rukma,NO,NO,NO,NO,NO,1
166,Rukma,NO,NO,NO,NO,NO,1
167,Sibrung,NO,NO,NO,NO,NO,1
167,Sibrung,NO,NO,NO,NO,NO,1
167,Sibrung,NO,NO,NO,NO,NO,1
168,Limkhim Fall,NO,NO,NO,NO,NO,1
168,Limkhim Fall,NO,NO,NO,NO,NO,1
168,Limkhim Fall,NO,NO,NO,NO,NO,1
169,Baide,NO,NO,NO,NO,NO,1
169,Baide,NO,NO,NO,NO,NO,1
169,Baide,NO,NO,NO,NO,NO,1
170,Num,NO,NO,NO,NO,NO,1
170,Num,NO,NO,NO,NO,NO,1
170,Num,NO,NO,NO,NO,NO,1
171,Sabha Pokhari,NO,NO,NO,NO,NO,1
171,Sabha Pokhari,NO,NO,NO,NO,NO,1
171,Sabha Pokhari,NO,NO,NO,NO,NO,1
172,Nebare,NO,NO,NO,NO,NO,1
172,Nebare,NO,NO,NO,NO,NO,1
172,Nebare,NO,NO,NO,NO,NO,1
173,Mangkhim,NO,NO,NO,NO,NO,1
173,Mangkhim,NO,NO,NO,NO,NO,1
173,Mangkhim,NO,NO,NO,NO,NO,1
174,Syaksila,NO,NO,NO,NO,NO,1
174,Syaksila,NO,NO,NO,NO,NO,1
174,Syaksila,NO,NO,NO,NO,NO,1
175,Sempung,NO,NO,NO,NO,NO,1
175,Sempung,NO,NO,NO,NO,NO,1
175,Sempung,NO,NO,NO,NO,NO,1
176,Chainpur,NO,NO,NO,NO,NO,1
176,Chainpur,NO,NO,NO,NO,NO,1
176,Chainpur,NO,NO,NO,NO,NO,1
177,Siddhakali,NO,NO,NO,NO,NO,1
