Destination ID,Destination ,District,Best Season,Tags,Main Category,Activities,Difficulty Level,Accessibility,Latitude,Longitude,Province
136,Lakhanpur,Morang,"March–May, Sep–Nov","Hills, Rural, Nature",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road access via main roads,26.6250°,87.3250°,1
137,Charchabari,Morang,"March–May, Sep–Nov","Hills, Nature, Rural",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road via local trails,26.6300°,87.3300°,1
138,Chaudhari Gaun,Morang,"March–May, Sep–Nov","Hills, Rural, Cultural",Natural Attractions,"Trekking, Rural exploration, Cultural visit, Photography",Moderate,Road via Biratnagar and local trails,26.6350°,87.3350°,1
139,Tumden Chowk,Morang,"March–May, Sep–Nov","Hills, Rural, Market",Natural Attractions,"Trekking, Sightseeing, Photography, Local Market visit",Moderate,Road via main Morang roads,26.6400°,87.3400°,1
140,Sanba,Terhathum,"March–May, Sep–Nov","Hills, Nature, Rural",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road via Myanglung and local trails,27.1200°,87.6800°,1
141,Tiljung,Terhathum,"March–May, Sep–Nov","Hills, Nature, Rural",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road via Myanglung,27.1250°,87.6850°,1
142,Papung,Terhathum,"March–May, Sep–Nov","Hills, Scenic, Rural",Natural Attractions,"Trekking, Sightseeing, Photography",Moderate,Road and trails from Myanglung,27.1300°,87.6900°,1
143,Phungphunge Waterfall,Terhathum,Monsoon (Jun–Sep),"Waterfall, Nature",Natural Attractions,"Trekking, Sightseeing, Photography",Moderate,Road and short trekking trail,27.1350°,87.6950°,1
144,Dalaicha,Terhathum,"March–May, Sep–Nov","Hills, Rural, Nature",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road access via Myanglung,27.1400°,87.7000°,1
145,Dunge,Terhathum,"March–May, Sep–Nov","Hills, Rural, Nature",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road and local trails,27.1450°,87.7050°,1
146,Tartong,Terhathum,"March–May, Sep–Nov","Hills, Nature, Scenic",Natural Attractions,"Trekking, Sightseeing, Photography",Moderate,Road access via Myanglung,27.1500°,87.7100°,1
147,Papung Gumba,Terhathum,Year-round,"Religious, Monastery, Cultural",Cultural & Religious Sites,"Pilgrimage, Cultural visit, Photography",Moderate,Road and local trails,27.1550°,87.7150°,1
148,Tokpegola,Terhathum,"March–May, Sep–Nov","Hills, Rural, Nature",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road via Myanglung,27.1600°,87.7200°,1
149,Keemathnka,Terhathum,"March–May, Sep–Nov","Hills, Rural, Nature",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road and local trails,27.1650°,87.7250°,1
150,Chepuwa,Terhathum,"March–May, Sep–Nov","Hills, Nature, Rural",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road access via Myanglung,27.1700°,87.7300°,1
151,Guthigumba,Terhathum,Year-round,"Religious, Monastery, Cultural",Cultural & Religious Sites,"Pilgrimage, Cultural visit, Photography",Moderate,Road via Myanglung and short trails,27.1750°,87.7350°,1
152,Yaphu,Terhathum,"March–May, Sep–Nov","Hills, Rural, Scenic",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road access via Myanglung,27.1800°,87.7400°,1
153,Seduwa,Terhathum,"March–May, Sep–Nov","Hills, Nature, Rural",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road via Myanglung,27.1850°,87.7450°,1
154,Siva Mandir Managaun,Terhathum,Year-round,"Religious, Temple, Cultural",Cultural & Religious Sites,"Pilgrimage, Worship, Photography",Easy,Road access via Myanglung,27.1900°,87.7500°,1
155,Hans Pokhari ,Sankhuwasabha,"Mar–May, Sep–Nov","Pond, Nature, Religious",Natural Attractions,"Sightseeing, Photography, Meditation",Easy,Road from Chainpur,27.6350°,87.3650°,1
156,Kholakharka,Sankhuwasabha,"Mar–May, Sep–Nov","Hills, Pastureland",Natural Attractions,"Trekking, Camping, Photography",Moderate,Trail from Chainpur,27.6400°,87.3700°,1
157,Hatiya,Sankhuwasabha,"Mar–May, Sep–Nov","Hills, Rural, Cultural",Natural Attractions,"Trekking, Cultural exploration, Photography",Moderate,Road and trekking route,27.6450°,87.3750°,1
158,Dangok,Sankhuwasabha,"Mar–May, Sep–Nov","Rural, Nature",Natural Attractions,"Trekking, Rural exploration",Moderate,Local trails,27.6500°,87.3800°,1
159,Bhotkhola,Sankhuwasabha,"Mar–May, Sep–Nov","Highland, Rural, River valley",Natural Attractions,"Trekking, Rural exploration, Scenic viewing",Moderate,Road via Chainpur–Kimathanka route,27.6550°,87.3850°,1
160,Guthigumba,Sankhuwasabha,Year-round,"Religious, Monastery, Cultural",Cultural & Religious Sites,"Pilgrimage, Cultural visit, Photography",Easy,Road via Chainpur,27.6600°,87.3900°,1
161,Chyamtang,Sankhuwasabha,"Mar–May, Sep–Nov","Hills, Rural, Scenic",Natural Attractions,"Trekking, Cultural experience, Photography",Moderate,Road via Chainpur–Num route,27.6650°,87.3950°,1
162,Chepuwa,Sankhuwasabha,"Mar–May, Sep–Nov","Hills, Rural, Nature",Natural Attractions,"Trekking, Rural exploration",Moderate,Trail from Num or Hatiya,27.6700°,87.4000°,1
163,Thudam,Sankhuwasabha,"Mar–May, Sep–Nov","Remote, Highland, Nature",Natural Attractions,"Trekking, Exploration, Photography",Hard,Trekking route only,27.6750°,87.4050°,1
164,Brihaspati Tal ,Sankhuwasabha,"Mar–May, Sep–Nov","Lake, Nature, Religious",Natural Attractions,"Sightseeing, Pilgrimage, Photography",Moderate,Trekking trail from Sabha Pokhari,27.6800°,87.4100°,1
165,Rajarshi Tal ,Sankhuwasabha,"Mar–May, Sep–Nov","Lake, Religious, Nature",Natural Attractions,"Pilgrimage, Photography",Easy,Road access and short trek,27.6850°,87.4150°,1
166,Rukma,Sankhuwasabha,"Mar–May, Sep–Nov","Hills, Rural",Natural Attractions,"Trekking, Rural exploration",Moderate,Road from Chainpur,27.6900°,87.4200°,1
167,Sibrung,Sankhuwasabha,"Mar–May, Sep–Nov","Hills, Nature",Natural Attractions,"Trekking, Exploration",Moderate,Local trails,27.6950°,87.4250°,1
168,Limkhim Fall,Sankhuwasabha,Jun–Sep (Monsoon),"Waterfall, Nature",Natural Attractions,"Sightseeing, Photography, Trekking",Moderate,Trail from Chainpur,27.7000°,87.4300°,1
169,Baide,Sankhuwasabha,"Mar–May, Sep–Nov","Hills, Nature",Natural Attractions,"Trekking, Photography",Moderate,Local road and trail,27.7050°,87.4350°,1
170,Num,Sankhuwasabha,"Mar–May, Sep–Nov","Hills, Gateway, Trekking hub",Trekking & Adventure,"Trekking, Photography, Tea gardens",Moderate,Road access from Khandbari,27.7100°,87.4400°,1
171,Sabha Pokhari,Sankhuwasabha,"Apr–Jun, Sep–Nov","Lake, Religious, Scenic",Natural Attractions,"Pilgrimage, Trekking, Photography",Moderate,Trekking from Chainpur,27.7150°,87.4450°,1
172,Nebare,Sankhuwasabha,"Mar–May, Sep–Nov","Rural, Hills",Natural Attractions,"Trekking, Rural experience",Moderate,Road from Chainpur,27.7200°,87.4500°,1
173,Mangkhim,Sankhuwasabha,"Mar–May, Sep–Nov","Hills, Cultural, Religious",Natural Attractions,"Trekking, Cultural exploration, Photography",Moderate,Road and short trail,27.7250°,87.4550°,1
174,Syaksila,Sankhuwasabha,"Mar–May, Sep–Nov","Hills, Nature",Natural Attractions,"Trekking, Photography",Moderate,Local trail,27.7300°,87.4600°,1
175,Sempung,Sankhuwasabha,"Mar–May, Sep–Nov","Hills, Rural",Natural Attractions,"Trekking, Rural exploration",Moderate,Road via Chainpur,27.7350°,87.4650°,1
176,Chainpur,Sankhuwasabha,Year-round,"Town, Administrative, Cultural",Cultural & Religious Sites,"Sightseeing, Market visit, Photography",Easy,Road accessible,27.7400°,87.4700°,1
177,Siddhakali,Sankhuwasabha,Year-round,"Temple, Religious, Cultural",Cultural & Religious Sites,"Pilgrimage, Worship, Photography",Easy,Road access,27.7450°,87.4750°,1
178,Mawadin,Sankhuwasabha,"Mar–May, Sep–Nov","Hills, Rural",Natural Attractions,"Trekking, Photography",Moderate,Road and trail,27.7500°,87.4800°,1
179,Ambung,Sankhuwasabha,"Mar–May, Sep–Nov","Hills, Rural, Scenic",Natural Attractions,"Trekking, Cultural visit, Photography",Moderate,Road via Chainpur,27.7550°,87.4850°,1
180,Dhungesaghu,Sankhuwasabha,"Mar–May, Sep–Nov","Hills, River, Nature",Natural Attractions,"Trekking, Photography, Rural experience",Moderate,Road and trail,27.7600°,87.4900°,1
181,Olangchung Gola,Taplejung,Spring–Autumn,"Mountain Village, Cultural Heritage",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Trail Access,27.7325,87.7514,1
182,Yangma,Taplejung,Spring–Autumn,Remote Himalayan Village,Village & Rural Tourism,"Trekking, Scenic View",Hard,Trail Access,27.851,87.713,1
183,Merak,Taplejung,Spring–Autumn,"Hilly Settlement, Cultural Site",Natural Attractions,"Trekking, Photography",Moderate,Trail Access,27.525,87.828,1
184,Bajrangi Lake,Taplejung,Autumn–Spring,Sacred Lake,Natural Attractions,"Pilgrimage, Sightseeing",Moderate,Trail Access,27.79,87.68,1
185,Hanuman Sagar,Taplejung,Autumn–Spring,Religious Pond,Cultural & Religious Sites,"Pilgrimage, Photography",Easy,Road Access,27.74,87.68,1
186,Chhija,Taplejung,Spring–Autumn,Himalayan Settlement,Village & Rural Tourism,"Trekking, Local Culture",Moderate,Trail Access,27.72,87.74,1
187,Nup,Taplejung,Spring–Autumn,Mountain Hamlet,Natural Attractions,"Trekking, Photography",Hard,Trail Access,27.76,87.72,1
188,Tapethok,Taplejung,Spring–Autumn,Rural Settlement,Village & Rural Tourism,"Trekking, Nature Walks",Moderate,Trail Access,27.631,87.727,1
189,Ghunsa,Taplejung,Spring–Autumn,Himalayan Village,Village & Rural Tourism,"Trekking, Mountain View",Hard,Trail Access,27.721,87.672,1
190,Phungling,Taplejung,All Year,"Municipality, Hill Town",Natural Attractions,"City Tour, Culture",Easy,Road Access,27.356,87.675,1
191,Dokhu,Taplejung,Spring–Autumn,Hilly Village,Natural Attractions,"Trekking, Local Experience",Moderate,Trail Access,27.42,87.68,1
192,Sansari Danda,Taplejung,Spring–Autumn,"Hill, Religious Site",Natural Attractions,"Hiking, Sightseeing",Moderate,Trail Access,27.44,87.7,1
193,Ghumaaune Dada,Taplejung,Spring–Autumn,Hill Point,Natural Attractions,"Hiking, Photography",Moderate,Trail Access,27.45,87.69,1
194,Duhabi,Sunsari,All Year,Town,Urban & Modern Attractions,"Local Market, City Walk",Easy,Road Access,26.664,87.273,1
195,Sisabanibadahara,Sunsari,All Year,Town Area,Urban & Modern Attractions,"Agriculture, Local Business",Easy,Road Access,26.616,87.273,1
196,Dangraha,Sunsari,All Year,Village,Village & Rural Tourism,Cultural Tour,Easy,Road Access,26.65,87.3,1
197,Banigama,Sunsari,All Year,Town Area,Urban & Modern Attractions,Local Market,Easy,Road Access,26.6,87.29,1
198,Dulari,Sunsari,All Year,Village,Village & Rural Tourism,Local Tour,Easy,Road Access,26.63,87.35,1
199,Binaya Tole Phimraha,Sunsari,All Year,Residential Area,Village & Rural Tourism,Local Visit,Easy,Road Access,26.61,87.27,1
200,Khoksi,Sunsari,All Year,Village,Village & Rural Tourism,Local Tour,Easy,Road Access,26.62,87.26,1
201,Lati Jhora,Sunsari,All Year,Water Stream Area,Village & Rural Tourism,"Picnic, Nature Visit",Easy,Road Access,26.64,87.29,1
202,Sonapur,Sunsari,All Year,Town,Urban & Modern Attractions,"Local Market, Visit",Easy,Road Access,26.66,87.29,1
203,Sai Man Basti,Sunsari,All Year,Settlement,Village & Rural Tourism,Local Tour,Easy,Road Access,26.64,87.28,1
204,Khanar,Sunsari,All Year,Industrial Area,Village & Rural Tourism,City Tour,Easy,Road Access,26.66,87.28,1
205,Gaisar,Sunsari,All Year,Town,Urban & Modern Attractions,Local Visit,Easy,Road Access,26.65,87.31,1
206,Bhatti Toal,Sunsari,All Year,Residential Area,Village & Rural Tourism,Local Visit,Easy,Road Access,26.65,87.27,1
207,Bajraha,Sunsari,All Year,Village,Village & Rural Tourism,Cultural Visit,Easy,Road Access,26.66,87.27,1
208,Ubdhi,Sunsari,All Year,Village,Village & Rural Tourism,Cultural Visit,Easy,Road Access,26.63,87.26,1
209,Lauhani,Sunsari,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.61,87.25,1
210,Jhumka,Sunsari,All Year,Town,Urban & Modern Attractions,Local Market,Easy,Road Access,26.65,87.27,1
211,Diktel,Khotang,Spring–Autumn,Municipality,Urban & Modern Attractions,"Cultural Visit, Trekking",Moderate,Road Access,27.207,86.805,1
212,Nerpa,Khotang,Spring–Autumn,Village,Village & Rural Tourism,Cultural Tour,Moderate,Trail Access,27.23,86.79,1
213,Dorpachiuridada,Khotang,Spring–Autumn,Hill,Natural Attractions,"Hiking, Scenic View",Moderate,Trail Access,27.22,86.8,1
214,Lamidanda,Khotang,Spring–Autumn,"Village, Airport Area",Village & Rural Tourism,"Local Visit, Flight",Easy,Road Access,27.23,86.81,1
215,Sapteshwor,Khotang,Autumn–Spring,Temple,Cultural & Religious Sites,Pilgrimage,Easy,Road Access,27.2,86.79,1
216,Pipal Dada,Khotang,Spring–Autumn,Hill Point,Natural Attractions,Hiking,Moderate,Trail Access,27.21,86.79,1
217,Rakha Dipsung,Khotang,Spring–Autumn,Village,Village & Rural Tourism,Cultural Tour,Moderate,Trail Access,27.19,86.81,1
218,Sungdel,Khotang,Spring–Autumn,Village,Village & Rural Tourism,Trekking,Moderate,Trail Access,27.16,86.82,1
219,Sitalpati,Khotang,All Year,Market Area,Urban & Modern Attractions,Local Visit,Easy,Road Access,27.19,86.8,1
220,Chiyabari,Sunsari,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.61,87.26,1
221,Bagapati,Sunsari,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.63,87.26,1
222,Inaruwa,Sunsari,All Year,Municipality,Urban & Modern Attractions,City Tour,Easy,Road Access,26.61,87.15,1
223,Halesi Tole,Khotang,Autumn–Spring,Religious Area,Cultural & Religious Sites,Pilgrimage,Easy,Road Access,27.2,86.81,1
224,Badahara,Sunsari,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.63,87.29,1
225,Barchhawa,Sunsari,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.61,87.25,1
226,Madhesa,Sunsari,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.62,87.27,1
227,Chandbela,Sunsari,All Year,Village,Village & Rural Tourism,Local Visit,Easy,Road Access,26.6,87.26,1
228,Gaighat,Udayapur,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.79387,86.69844,1
229,Valaya Danda,Udayapur,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.79437,86.69984,1
230,Jalpachilaune,Udayapur,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.79637,86.70364,1
231,Beldovan Waterfalls,Udayapur,Spring/Autumn,"Natural, Cultural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.79837,86.70504,1
232,Murkuchi Bazar,Udayapur,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.79887,86.70644,1
233,Triyuga Bridge,Udayapur,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.80087,86.70784,1
234,Rauta,Udayapur,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.80287,86.71164,1
235,Pipra,Saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.53968,86.74796,2
236,Saptakoshi,Saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54168,86.74936,2
237,Odraha,Saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54368,86.75076,2
238,Sakhubani,Saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54418,86.75216,2
239,Laxminarayan Temple,Saptari,Spring/Autumn,"Natural, Cultural",Cultural & Religious Sites,"Sightseeing, Photography, Pilgrimage",Easy,Mostly accessible by local roads,26.54618,86.75596,2
240,Fatepur,Saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54818,86.75736,2
241,Sirwani,Saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54868,86.75876,2
242,Sundarpur,Saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.55068,86.74616,2
243,Bakdhauwa,Saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.55318,86.75136,2
244,Jandaul,Saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54018,86.75276,2
245,Mohanpur,Saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54218,86.75416,2
246,Mahuli Waterfall,Saptari,Spring/Autumn,"Natural, Cultural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.54268,86.75796,2
247,Harna River,Saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54468,86.75936,2
248,Krishnasavaran (Marauti) Temple,Saptari,Spring/Autumn,"Natural, Cultural",Cultural & Religious Sites,"Sightseeing, Photography, Pilgrimage",Easy,Mostly accessible by local roads,26.54718,86.74816,2
249,Terahauta,Saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54918,86.75196,2
250,Lohajara,Saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.55118,86.75336,2
251,Bengari,Saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.55168,86.75476,2
252,Theliya,Saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.55368,86.75616,2
253,Dhodhanpur,Saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54068,86.75996,2
