destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,attraction_total_reviews,attraction_sample_reviews,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,restaurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,restaurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,restaurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,event_name,event_venue,event_month_season,event_type,event_description,destination_image_path,hotel1_image_path,hotel2_image_path,hotel3_image_path,restaurant1_image_path,restaurant2_image_path,restaurant3_image_path
251,deurimaruwa,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54418,86.75736,2,"Deurimaruwa is a rural settlement in Saptari, surrounded by fields and forests. It reflects the agricultural lifestyle of the Terai, with farming as the main occupation","From Kathmandu, drive to Saptari District via Lahan and continue to Deurimaruwa settlement.Again, reach Saptari via Lahan and continue locally to Deurimaruwa for route continuity.Reach Deurimaruwa again from Kathmandu for continuity in the travel circuit.",918346,Traditional rural village with scenic charm. Peaceful and green settlement. Quiet and culturally active settlement.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Deurimaruwa Agro-Food Fair (proposed),Village Area,Spring,Agro / Cultural,Food and farm product exhibition with traditional cooking.,Deurimaruwa\download (5).jpeg; Deurimaruwa\images (1).jpeg; Deurimaruwa\images (2).jpeg; Deurimaruwa\images (3).jpeg; Deurimaruwa\images.jpeg,,,,,,
252,farseth,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54618,86.75876,2,"Farseth is a village in Saptari district, known for its farming communities and cultural diversity. It is surrounded by fertile plains, offering a peaceful rural environment","Travel from Kathmandu to Saptari by road, then head locally to Farseth near Kanchanpur.Drive once more via Lahan to Saptari and continue locally to Farseth.",6661,Village with beautiful paddy fields and community spirit. Friendly farming village in Saptari district.,Hotel Grand Ashram,"Rajdevi Mandir, Infront Of Bhumisudhar Office, Road, Rajbiraj 56400",Budget-friendly stay,4,Low (~$10–20),Presidential Eco Hotel,"Near Micro Counter, Main Road, Rajbiraj 56400",Comfortable mid-range stay,4,Medium (~$35–60),NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Farseth Cultural Night (proposed),School Ground,Winter,Cultural,Youth-led cultural programs and folk shows.,Farseth\download (1).jpeg; Farseth\download (2).jpeg; Farseth\download (3).jpeg; Farseth\download (4).jpeg; Farseth\download.jpeg,hotel_images\farseth\Hotel Grand Ashram\entrance.jpg; hotel_images\farseth\Hotel Grand Ashram\exterior.jpg; hotel_images\farseth\Hotel Grand Ashram\room.jpg,hotel_images\farseth\Presidential Eco Hotel\entrance.jpg; hotel_images\farseth\Presidential Eco Hotel\sitting.jpg,,,,
253,rajbiraj,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.54868,86.74996,2,"Rajbiraj is the headquarters of Saptari district and one of the oldest planned towns in Nepal. Designed in a grid pattern, it is a bustling urban center with administrative offices, markets, temples, and cultural diversity",Take a direct flight from Kathmandu to Rajbiraj Airport or travel by road along the East-West Highway.,59,Historical city with planned layout and cultural heritage.,Hotel Grand Ashram,"Rajdevi Mandir, Infront Of Bhumisudhar Office, Road, Rajbiraj 56400",Affordable budget stay,4,Low (~$10–20),Presidential Eco Hotel,"Near Micro Counter, Main Road, Rajbiraj 56400",Comfortable mid-range rooms,4.1,Medium (~$35–60),NO,NO,NO,NO,NO,Khan's Kitchen,Rajbiraj 54600,4.3,Low (~$10–20),Laziz Pizza,"Behind Shiv Shankar, Cinema Hall Road, Rajbiraj",3.6,Medium (~$35–60),Royal Biryani,"GQQ2+V25, Rajbiraj 56400",3.8,High (~$90+),Rajbiraj Mahotsav (real),Rajbiraj Bazaar,Winter,Trade / Cultural,"Major district festival with concerts, stalls, and local trade promotion.",Rajbiraj\download (1).jpeg; Rajbiraj\download (2).jpeg; Rajbiraj\download (3).jpeg; Rajbiraj\download (4).jpeg; Rajbiraj\download.jpeg,hotel_images\rajbiraj\Hotel Grand Ashram\entrance.jpg; hotel_images\rajbiraj\Hotel Grand Ashram\exterior.jpg; hotel_images\rajbiraj\Hotel Grand Ashram\room.jpg,hotel_images\rajbiraj\Presidential Eco Hotel\entrance.jpg; hotel_images\rajbiraj\Presidential Eco Hotel\sitting.jpg,,,,
254,didhawa,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.55068,86.75136,2,"Didhawa is a rural settlement in Saptari, surrounded by fertile land and rivers. It reflects traditional farming practices and community bonds, offering a glimpse into Terai village life.","Drive from Kathmandu towards Rajbiraj, then continue by local transport to Didhawa.",44,Serene agricultural village.,Hotel Grand Ashram,"Rajdevi Mandir, Infront Of Bhumisudhar Office, Road, Rajbiraj 56400",Budget-friendly stay,3.8,Low (~$10–20),Presidential Eco Hotel,"Near Micro Counter, Main Road, Rajbiraj 56400",Comfortable mid-range rooms,4.1,Medium (~$35–60),NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Didhawa Village Cultural Fair (proposed),Village Ground,Autumn,Cultural,"Folk dances, local food, and traditional songs.",Didhawa\download (1).jpeg; Didhawa\download (2).jpeg; Didhawa\download (3).jpeg; Didhawa\download (5).jpeg; Didhawa\download.jpeg,hotel_images\didhawa\Hotel Grand Ashram\entrance.jpg; hotel_images\didhawa\Hotel Grand Ashram\exterior.jpg; hotel_images\didhawa\Hotel Grand Ashram\room.jpg,hotel_images\didhawa\Presidential Eco Hotel\entrance.jpg; hotel_images\didhawa\Presidential Eco Hotel\sitting.jpg,,,,
255,pakari,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.55268,86.75276,2,"Pakari is a rural settlement in Siraha district, located in the fertile Terai plains. It is primarily an agricultural community, with rice and wheat cultivation forming the backbone of local livelihoods.","From Kathmandu, travel to Saptari by highway, then proceed to Pakari village.",51,Rural village known for simplicity and greenery.,Hotel Grand Ashram,"Rajdevi Mandir, Infront Of Bhumisudhar Office, Road, Rajbiraj 56400",Simple budget stay,4,Low (~$10–20),Presidential Eco Hotel,"Near Micro Counter, Main Road, Rajbiraj 56400",Comfortable mid-range stay,4,Medium (~$35–60),NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Pakari Eco Awareness Day (proposed),Riverside / Village,Spring,Eco / Tourism,River clean-up and community nature activities.,Pakari\download (1).jpeg; Pakari\download (2).jpeg; Pakari\download (3).jpeg; Pakari\download (4).jpeg; Pakari\download.jpeg,hotel_images\pakari\Hotel Grand Ashram\entrance.jpg; hotel_images\pakari\Hotel Grand Ashram\exterior.jpg; hotel_images\pakari\Hotel Grand Ashram\room.jpg,hotel_images\pakari\Presidential Eco Hotel\entrance.jpg; hotel_images\pakari\Presidential Eco Hotel\sitting.jpg,,,,
256,maleth,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.55318,86.75416,2,"Maleth is a culturally significant village in Saptari district. It is known for its strong community traditions and agricultural productivity, reflecting the Terai lifestyle","Take a bus from Kathmandu to Rajbiraj, then continue locally to Maleth area.",39,Historic village with cultural importance.,Presidential Eco Hotel,"Near Micro Counter, Main Road, Rajbiraj 56400",Affordable stay,4.1,Low (~$10–20),Elephant Garden Hotel and Resort Pvt Ltd,Kanchanrup-11,Comfortable mid-range rooms,4,Medium (~$35–60),NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Maleth Agro & Handicraft Festival (proposed),Market Area,Winter,Trade / Cultural,"Promoting local handicrafts, food, and agricultural produce.",Maleth\download (1).jpeg; Maleth\download (2).jpeg; Maleth\download (3).jpeg; Maleth\download.jpeg; Maleth\images.jpeg,hotel_images\maleth\Presidential Eco Hotel\entrance.jpg; hotel_images\maleth\Presidential Eco Hotel\sitting.jpg,hotel_images\maleth\Elephant Garden Hotel and Resort Pvt Ltd\entrance.jpg; hotel_images\maleth\Elephant Garden Hotel and Resort Pvt Ltd\exterior.jpg; hotel_images\maleth\Elephant Garden Hotel and Resort Pvt Ltd\room.jpg,,,,
257,basbiti,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54018,86.75796,2,"Basbiti is a rural settlement surrounded by fertile fields. It represents the simple charm of Terai villages, where farming and local trade sustain the community.",Drive from Kathmandu to Saptari and continue by local roads to Basbiti.,68,Calm village with traditional Terai lifestyle.,Hotel Grand Ashram,"Rajdevi Mandir, Infront Of Bhumisudhar Office, Road, Rajbiraj 56400",Budget-friendly stay,4,Low (~$10–20),Presidential Eco Hotel,"Near Micro Counter, Main Road, Rajbiraj 56400",Comfortable mid-range rooms,4.1,Medium (~$35–60),NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Basbiti Folk Night (proposed),Community Ground,Autumn,Cultural,"Evening of folk music, dance, and storytelling.",Basbiti\download (1).jpeg; Basbiti\download (2).jpeg; Basbiti\download (3).jpeg; Basbiti\download (4).jpeg; Basbiti\download.jpeg,hotel_images\basbiti\Hotel Grand Ashram\entrance.jpg; hotel_images\basbiti\Hotel Grand Ashram\exterior.jpg; hotel_images\basbiti\Hotel Grand Ashram\room.jpg,hotel_images\basbiti\Presidential Eco Hotel\entrance.jpg; hotel_images\basbiti\Presidential Eco Hotel\sitting.jpg,,,,
258,rayapur,siraha,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.65511,86.2081,2,"Rayapur is a village in Siraha district, known for its farming communities and cultural diversity. It is surrounded by agricultural land and rivers, offering a peaceful environment.","From Kathmandu, travel to Lahan and then continue locally to Rayapur village.",77,Lively community with temples and local events.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Rayapur Rural Fair (proposed),Village Square,Winter,Cultural / Trade,"Local products, folk performances, and community gatherings.",,,,,,,
259,hariharpur,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54118,86.75876,2,"Hariharpur is a settlement in the Terai, named after Lord Harihar (a form of Vishnu and Shiva). It is culturally significant, with temples and festivals celebrated by the local population.","Drive from Kathmandu to Saptari District through the East-West Highway and reach Hariharpur.From Kathmandu, drive west via Mahendra Highway to reach Hariharpur in Bardiya District.",42258,Culturally rich area with Hindu temples. Traditional settlement with local temples and farmland.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,Hariharpur\download (1).jpeg; Hariharpur\download (2).jpeg; Hariharpur\download (3).jpeg; Hariharpur\download (5).jpeg; Hariharpur\download.jpeg,,,,,,
260,prasabani,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54318,86.74616,2,"Prasabani is a rural settlement in Siraha district, reflecting traditional farming practices. It is surrounded by fertile plains and forests, offering a glimpse into Terai village life.","From Kathmandu, drive to Rajbiraj, then continue locally to Prasabani village.",58,Peaceful village known for farming.,Elephant Garden Hotel and Resort Pvt Ltd,Kanchanrup-11,Affordable budget stay,4,Low (~$10–20),Hotel Grand Ashram,"Rajdevi Mandir, Infront Of Bhumisudhar Office, Road, Rajbiraj 56400",Comfortable mid-range rooms,4,Medium (~$35–60),Presidential Eco Hotel,"Near Micro Counter, Main Road, Rajbiraj 56400",Luxury hillside resort,3.8,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,Prasabani Cultural Gathering (proposed),Village Ground,Spring,Cultural,"Folk dances, local crafts exhibition, and food stalls.",Prasabani\download (1).jpeg; Prasabani\download (2).jpeg; Prasabani\download (3).jpeg; Prasabani\download (5).jpeg; Prasabani\download.jpeg,hotel_images\prasabani\Elephant Garden Hotel and Resort Pvt Ltd\entrance.jpg; hotel_images\prasabani\Elephant Garden Hotel and Resort Pvt Ltd\exterior.jpg; hotel_images\prasabani\Elephant Garden Hotel and Resort Pvt Ltd\room.jpg,hotel_images\prasabani\Hotel Grand Ashram\entrance.jpg; hotel_images\prasabani\Hotel Grand Ashram\exterior.jpg; hotel_images\prasabani\Hotel Grand Ashram\room.jpg,hotel_images\prasabani\Presidential Eco Hotel\entrance.jpg; hotel_images\prasabani\Presidential Eco Hotel\sitting.jpg,,,
261,lahan,siraha,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.65661,86.2089,2,"Lahan is a bustling town in Siraha district, located along the East-West Highway. It is a major commercial hub, with hospitals, schools, and markets serving the surrounding villages. Lahan is also known for its cultural diversity and growing urban development.","From Kathmandu, take a direct highway bus or private car to Lahan in Siraha District.",85,Major commercial hub with good road links.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Orchid Cafe,"PF7H+FX7, Lahan Road, Lahan 56500",3.9,Low (~$10–20),Lahan Chulo Thakali Hotel,"Kushwaha Chowk, Lahan",4.7,Medium (~$35–60),dreamndrinks,Lahan,5,High (~$90+),Lahan Trade & Cultural Mahotsav (real/proposed),Lahan Bazaar,Winter,Trade / Cultural,"Regional fair with music, food, and trade stalls.",,,,,,,
262,govindpur taregana,siraha,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.65711,86.2127,2,"Govindpur Taregana is a settlement in Siraha district, known for its agricultural productivity. It reflects the Terai lifestyle, with farming as the main livelihood and strong community traditions.","Travel by road from Kathmandu to Siraha, then continue locally to Govindpur Taregana.",37,Known for local fairs and temples.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Govindpur Taregana Eco Day (proposed),Village / Riverside,Spring,Eco / Adventure,Trekking and environmental awareness activities.,Govindpur Taregana\download (1).jpeg; Govindpur Taregana\download.jpeg; Govindpur Taregana\images (1).jpeg; Govindpur Taregana\images (2).jpeg; Govindpur Taregana\images.jpeg,,,,,,
263,chure mai mandir,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Photography, Pilgrimage",Easy,Mostly accessible by local roads,26.54918,86.75536,2,"Chure Mai Mandir is a Hindu temple located near the Chure hills. It is a local pilgrimage site dedicated to Goddess Mai, attracting devotees during festivals and religious gatherings.",Drive from Kathmandu to Siraha District and visit Chure Mai Mandir near Lahan.,49,Sacred temple located on the Chure hills.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Chure Mai Temple Mela (real/proposed),Temple Premises,February,Religious,Local devotees gather for worship and cultural programs.,Chure Mai Mandir\download (5).jpeg; Chure Mai Mandir\images (1).jpeg; Chure Mai Mandir\images (2).jpeg; Chure Mai Mandir\images (3).jpeg; Chure Mai Mandir\images.jpeg,,,,,,
264,hardiya,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.55018,86.75736,2,"Hardiya is a rural settlement in Siraha district, surrounded by fertile land. It reflects traditional farming practices and community bonds, offering a glimpse into Terai life","From Kathmandu, travel to Lahan and continue locally to Hardiya village.",92,Small agricultural community.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Hardiya Rural Fair (proposed),Village Ground,Autumn,Cultural,Folk dance and handicraft exhibitions.,Hardiya\download (1).jpeg; Hardiya\download (2).jpeg; Hardiya\download (3).jpeg; Hardiya\download (4).jpeg; Hardiya\download.jpeg,,,,,,
265,kushaha,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.55218,86.75876,2,"Kushaha is a settlement in Siraha, known for its agricultural fields and cultural diversity. It is a peaceful village with strong community traditions.",Take a road trip from Kathmandu to Siraha and proceed locally to Kushaha area.,41,Riverside area near Koshi Barrage.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Kushaha Agro & Handicraft Mela (proposed),Market Area,Spring,Trade / Cultural,Promoting local handicrafts and agricultural produce.,Kushaha\download (1).jpeg; Kushaha\download (2).jpeg; Kushaha\download (3).jpeg; Kushaha\download (5).jpeg; Kushaha\download.jpeg,,,,,,
266,pansera,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.55418,86.74616,2,"Pansera is a rural settlement in Siraha district, surrounded by fertile plains. It reflects the Terai’s agricultural lifestyle, with farming as the main occupation.",Drive from Kathmandu through Itahari and Lahan to reach Pansera village in Siraha District.,131,Quiet and green farming village.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Pansera Folk Festival (proposed),Village Ground,Autumn,Cultural,"Music, dance, and local storytelling events.",Pansera\download (1).jpeg; Pansera\download (2).jpeg; Pansera\download (3).jpeg; Pansera\download (4).jpeg; Pansera\download.jpeg,,,,,,
267,khojpur,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.53968,86.74996,2,"Khojpur is a village in Siraha district, known for its farming communities and cultural heritage. It is surrounded by fields and rivers, offering a peaceful environment","Travel from Kathmandu to Siraha District by highway bus, then continue locally to Khojpur.",57,Culturally diverse rural settlement.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Khojpur Eco & Trekking Day (proposed),Hill Area,Spring,Adventure / Eco,Trekking and nature conservation activities.,Khojpur\download (1).jpeg; Khojpur\download (2).jpeg; Khojpur\download (3).jpeg; Khojpur\download (5).jpeg; Khojpur\download.jpeg,,,,,,
