destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,attraction_total_reviews,attraction_sample_reviews,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,restaurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,restaurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,restaurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,reataurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,reataurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,reataurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,event_name,event_venue,event_month_season,event_type,event_description
258,rayapur,siraha,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.65511,86.2081,2,"Rayapur is a village in Siraha district, known for its farming communities and cultural diversity. It is surrounded by agricultural land and rivers, offering a peaceful environment.","From Kathmandu, travel to Lahan and then continue locally to Rayapur village.",77,Lively community with temples and local events.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Rayapur Rural Fair (proposed),Village Square,Winter,Cultural / Trade,"Local products, folk performances, and community gatherings."
259,hariharpur,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54118,86.75876,2,"Hariharpur is a settlement in the Terai, named after Lord Harihar (a form of Vishnu and Shiva). It is culturally significant, with temples and festivals celebrated by the local population.","Drive from Kathmandu to Saptari District through the East-West Highway and reach Hariharpur.From Kathmandu, drive west via Mahendra Highway to reach Hariharpur in Bardiya District.",42258,Culturally rich area with Hindu temples. Traditional settlement with local temples and farmland.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO
260,prasabani,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54318,86.74616,2,"Prasabani is a rural settlement in Siraha district, reflecting traditional farming practices. It is surrounded by fertile plains and forests, offering a glimpse into Terai village life.","From Kathmandu, drive to Rajbiraj, then continue locally to Prasabani village.",58,Peaceful village known for farming.,Elephant Garden Hotel and Resort Pvt Ltd,Kanchanrup-11,Affordable budget stay,4,Low (~$10–20),Hotel Grand Ashram,"Rajdevi Mandir, Infront Of Bhumisudhar Office, Road, Rajbiraj 56400",Comfortable mid-range rooms,4,Medium (~$35–60),Presidential Eco Hotel,"Near Micro Counter, Main Road, Rajbiraj 56400",Luxury hillside resort,3.8,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,Elephant Garden Hotel and Resort Pvt Ltd,Kanchanrup-11,Affordable budget stay,4,Low (~$10–20),Hotel Grand Ashram,"Rajdevi Mandir, Infront Of Bhumisudhar Office, Road, Rajbiraj 56400",Comfortable mid-range rooms,4,Medium (~$35–60),Presidential Eco Hotel,"Near Micro Counter, Main Road, Rajbiraj 56400",Luxury hillside resort,3.8,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,Prasabani Cultural Gathering (proposed),Village Ground,Spring,Cultural,"Folk dances, local crafts exhibition, and food stalls."
261,lahan,siraha,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.65661,86.2089,2,"Lahan is a bustling town in Siraha district, located along the East-West Highway. It is a major commercial hub, with hospitals, schools, and markets serving the surrounding villages. Lahan is also known for its cultural diversity and growing urban development.","From Kathmandu, take a direct highway bus or private car to Lahan in Siraha District.",85,Major commercial hub with good road links.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Orchid Cafe,"PF7H+FX7, Lahan Road, Lahan 56500",3.9,Low (~$10–20),Lahan Chulo Thakali Hotel,"Kushwaha Chowk, Lahan",4.7,Medium (~$35–60),dreamndrinks,Lahan,5,High (~$90+),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Orchid Cafe,"PF7H+FX7, Lahan Road, Lahan 56500",3.9,Low (~$10–20),Lahan Chulo Thakali Hotel,"Kushwaha Chowk, Lahan",4.7,Medium (~$35–60),dreamndrinks,Lahan,5,High (~$90+),Lahan Trade & Cultural Mahotsav (real/proposed),Lahan Bazaar,Winter,Trade / Cultural,"Regional fair with music, food, and trade stalls."
262,govindpur taregana,siraha,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.65711,86.2127,2,"Govindpur Taregana is a settlement in Siraha district, known for its agricultural productivity. It reflects the Terai lifestyle, with farming as the main livelihood and strong community traditions.","Travel by road from Kathmandu to Siraha, then continue locally to Govindpur Taregana.",37,Known for local fairs and temples.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Govindpur Taregana Eco Day (proposed),Village / Riverside,Spring,Eco / Adventure,Trekking and environmental awareness activities.
263,chure mai mandir,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Photography, Pilgrimage",Easy,Mostly accessible by local roads,26.54918,86.75536,2,"Chure Mai Mandir is a Hindu temple located near the Chure hills. It is a local pilgrimage site dedicated to Goddess Mai, attracting devotees during festivals and religious gatherings.",Drive from Kathmandu to Siraha District and visit Chure Mai Mandir near Lahan.,49,Sacred temple located on the Chure hills.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Chure Mai Temple Mela (real/proposed),Temple Premises,February,Religious,Local devotees gather for worship and cultural programs.
264,hardiya,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.55018,86.75736,2,"Hardiya is a rural settlement in Siraha district, surrounded by fertile land. It reflects traditional farming practices and community bonds, offering a glimpse into Terai life","From Kathmandu, travel to Lahan and continue locally to Hardiya village.",92,Small agricultural community.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Hardiya Rural Fair (proposed),Village Ground,Autumn,Cultural,Folk dance and handicraft exhibitions.
265,kushaha,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.55218,86.75876,2,"Kushaha is a settlement in Siraha, known for its agricultural fields and cultural diversity. It is a peaceful village with strong community traditions.",Take a road trip from Kathmandu to Siraha and proceed locally to Kushaha area.,41,Riverside area near Koshi Barrage.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Kushaha Agro & Handicraft Mela (proposed),Market Area,Spring,Trade / Cultural,Promoting local handicrafts and agricultural produce.
266,pansera,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.55418,86.74616,2,"Pansera is a rural settlement in Siraha district, surrounded by fertile plains. It reflects the Terai’s agricultural lifestyle, with farming as the main occupation.",Drive from Kathmandu through Itahari and Lahan to reach Pansera village in Siraha District.,131,Quiet and green farming village.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Pansera Folk Festival (proposed),Village Ground,Autumn,Cultural,"Music, dance, and local storytelling events."
267,khojpur,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.53968,86.74996,2,"Khojpur is a village in Siraha district, known for its farming communities and cultural heritage. It is surrounded by fields and rivers, offering a peaceful environment","Travel from Kathmandu to Siraha District by highway bus, then continue locally to Khojpur.",57,Culturally diverse rural settlement.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Khojpur Eco & Trekking Day (proposed),Hill Area,Spring,Adventure / Eco,Trekking and nature conservation activities.
268,banarjhula,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54168,86.75136,2,"Banarjhula is a rural settlement in Siraha, reflecting traditional farming practices. It is surrounded by fertile land and forests, making it a charming Terai village.","From Kathmandu, drive via Lahan to Siraha and reach Banarjhula village.",63,Simple Terai village surrounded by farmlands.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Banarjhula Religious Fair (real/proposed),Temple Premises,February,Religious,Devotional rituals and local folk programs.
269,malhanama,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54368,86.75276,2,"Malhanama is a settlement in Siraha district, known for its agricultural productivity. It reflects the Terai lifestyle, with farming and local trade sustaining the community","Take a long-distance bus from Kathmandu to Siraha, then proceed locally to Malhanama.",55,Peaceful countryside area.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Malhanama Village Cultural Day (proposed),Village Ground,Autumn,Cultural,"Folk dances, food stalls, and traditional performances."
270,haripur,siraha,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.65861,86.2129,2,"Haripur is a town in Siraha district, serving as a local market hub. It is culturally diverse and surrounded by fertile land, making it an important center for trade and agriculture","From Kathmandu, travel to Siraha District and continue locally to Haripur settlement.",38,Growing town with trade and cultural mix.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,The Burger & Thakali Lounge,Lalbandi,4.7,Low (~$10–20),Firewood Sekuwa and Fast Food,Hariyon,4.5,Medium (~$35–60),Tapari Momo,Lalbandi,5,High (~$90+),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,The Burger & Thakali Lounge,Lalbandi,4.7,Low (~$10–20),Firewood Sekuwa and Fast Food,Hariyon,4.5,Medium (~$35–60),Tapari Momo,Lalbandi,5,High (~$90+),Haripur Community Mela (proposed),Village Square,Winter,Cultural / Trade,"Local market, folk music, and handicrafts."
271,tikuliya,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54468,86.75596,2,"Tikuliya is a rural settlement in Siraha, surrounded by fields and rivers. It reflects traditional farming practices and community bonds, offering a glimpse into Terai village life.",Drive from Kathmandu to Siraha and continue to Tikuliya near the southern plains.,47,Small local village with welcoming locals.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Tikuliya Eco & Trek Day (proposed),Village / Riverside,Spring,Eco / Adventure,Trekking and environmental awareness activities.
272,sakhuwanankarkatti,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54668,86.75736,2,"Sakhuwanankarkatti is a rural settlement in Siraha district, located in the fertile Terai plains. It is primarily an agricultural community, with rice and wheat cultivation forming the backbone of local livelihoods.","Travel from Kathmandu to Siraha by road, then continue to Sakhuwanankarkatti village.",88,Rural area rich in agriculture.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Sakhuwanankarkatti Cultural Night (proposed),Community Ground,Autumn,Cultural,Folk music and dance performances.
273,itarhawa,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54718,86.75876,2,"Itarhawa is a village in Siraha, surrounded by farmlands and traditional homes. It reflects the Terai lifestyle, where farming and small-scale trade sustain the community","Drive from Kathmandu to Siraha, then proceed locally to Itarhawa.",34,Village surrounded by natural greenery.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Itarhawa Agro-Food Fair (proposed),Market Area,Spring,Agro / Trade,"Exhibition of local food, crops, and handicrafts."
274,nahara rigoul,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54918,86.74616,2,"Nahara Rigoul is a settlement in Siraha district, known for its agricultural productivity. It is a peaceful village with strong community ties and cultural traditions.","From Kathmandu, take the East-West Highway to Siraha District, then continue to Nahara Rigoul.",102,Calm settlement with strong community ties.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Nahara Rigoul Village Mela (proposed),Village Ground,Autumn,Cultural,Local folk performances and community food fair.
275,bhagwanpur,siraha,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.66111,86.2167,2,"Bhagwanpur is a culturally diverse settlement in Siraha, named after “Bhagwan” (God). It is home to temples and shrines that serve as centers of local religious life.","Drive from Kathmandu to Lahan, then continue locally to Bhagwanpur area.",28,Culturally vibrant village with temples.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Bhagwanpur Temple Mela (real/proposed),Temple Premises,February,Religious,Traditional worship with music and cultural activities.
276,geruwaha,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.55018,86.74936,2,"Geruwaha is a rural settlement in Siraha, surrounded by fertile plains. It reflects traditional farming practices and community bonds, offering a glimpse into Terai village life.",Travel from Kathmandu to Siraha District and continue to Geruwaha village.,36,Scenic area with natural and rural charm.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Geruwaha Folk Fair (proposed),Village Ground,Winter,Cultural,"Folk music, dance, and handicraft display."
277,sothiyan,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.55218,86.75076,2,"Sothiyan is a village in Siraha district, known for its farming communities. It is surrounded by agricultural fields and rivers, offering a peaceful environment",Drive from Kathmandu to Lahan and continue locally to Sothiyan.,33,Sothiyan – Peaceful Terai village with traditional Madheshi lifestyle.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Sothiyan Rural Festival (proposed),Village Square,Autumn,Cultural,"Local games, dances, and cultural exhibitions."
278,mauwahi,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.55418,86.75216,2,"Mauwahi is a rural settlement in Siraha, reflecting the agricultural richness of the Terai. It is culturally diverse, with farming as the main occupation.","From Kathmandu, travel to Siraha District by road, then continue to Mauwahi village.Again, follow the same route from Kathmandu to Siraha and reach Mauwahi for continuity.",2531,Mauwahi – Calm farming village known for its greenery and simplicity. Kachanari – Scenic settlement surrounded by paddy fields.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Mauwahi Village Mela (proposed),Village Ground,Spring,Cultural,"Folk dances, food stalls, and handicrafts."
279,kachanari,siraha,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Accessible by road,26.66211,86.2181,2,"Kachanari is a settlement in Siraha district, surrounded by fertile land. It reflects traditional farming lifestyles and community traditions.","Drive from Kathmandu to Siraha via the East-West Highway, then continue to Kachanari village.Travel again from Kathmandu via Lahan to reach Kachanari for route continuity.",2722,Navarajpur – Typical Terai village reflecting rural Nepalese life. Janakinagar – Agricultural area with cultural and religious value.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Kachanari Cultural Fair (proposed),Community Ground,Autumn,Cultural,Folk performances and handicraft exhibitions.
280,navarajpur,saptari,Spring/Autumn,"Cultural, Rural",Cultural & Religious Sites,"Sightseeing, Local Walks",Easy,Mostly accessible by local roads,26.54218,86.75676,2,"Navarajpur is a rural municipality in Siraha district, comprising several villages. It is known for its agricultural productivity and cultural diversity, with strong community traditions.","From Kathmandu, travel by road to Siraha and continue locally to Navarajpur.",29,"Majhaura – Small, friendly community with cultural charm.",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Navarajpur Agro & Trade Mela (proposed),Market Area,Winter,Trade / Cultural,Promotion of local products and agricultural tools.
