destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,events,attraction_total_reviews,attraction_sample_reviews,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,restaurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,restaurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,restaurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,hotel_name_1.1,hotel_location_1.1,hotel_review_short_1.1,hotel_rating_approx_1.1,hotel_price_1.1,hotel_name_2.1,hotel_location_2.1,hotel_review_short_2.1,hotel_rating_approx_2.1,hotel_price_2.1,hotel_name_3.1,hotel_location_3.1,hotel_review_short_3.1,hotel_rating_approx_3.1,hotel_price_3.1,restaurant_name_1.1,reataurant_location_name_1,restaurant_rating_1.1,restaurant_price_range_1.1,restaurant_name_2.1,reataurant_location_name_2,restaurant_rating_2.1,restaurant_price_range_2.1,restaurant_name_3.1,reataurant_location_name_3,restaurant_rating_3.1,restaurant_price_range_3.1,kmeans_cluster
299,dhanushadham (dhanusha),dhanusha,"Oct-Dec, Feb-Apr","Religious, Mythical",Cultural & Religious Sites,"Pilgrimage, Sightseeing",Easy,"Road, Easy",26.7383,85.9345,2,"Dhanushadham is a sacred Hindu site in Dhanusha district, believed to be where a fragment of Lord Rama’s bow fell during the Ramayana era. It is a major pilgrimage destination, especially during Makar Sankranti.","['From Kathmandu, drive to Janakpur or fly there, then continue 18 km east to Dhanushadham pilgrimage site.'
 'From Kathmandu, take the East–West Highway via Bardibas to Janakpur and visit the famous Dhanushadham Temple.']","[{'event_name': 'Dhanushadham Religious Mela (real/proposed)', 'venue': 'Temple Premises', 'month___season': 'November', 'type': 'Religious', 'description___source': 'Local pilgrimage event with rituals, devotional songs, and fairs.'}, {'event_name': 'Dhanushadham Temple Mela', 'venue': 'Temple Premises', 'month___season': 'November', 'type': 'Religious', 'description___source': 'Pilgrimage festival with devotional songs and cultural programs.'}]",36654,"['Natural area surrounding the famous Gadhimai temple.', 'Dhanushadham (Dhanusha) – Famous Ramayana-linked pilgrimage site.']",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,2
300,dhobi tole (janakpur),dhanusha,Oct–Dec,"Cultural, Historic",Cultural & Religious Sites,"Photography, Cultural Walks",Easy,Road accessible,26.7167,86.7333,2,"Dhobi Tole in Janakpur is a historic neighborhood known for its traditional Mithila culture. It is home to artisans, temples, and vibrant community life, reflecting Janakpur’s heritage.","['Travel from Kathmandu to Janakpur by road or flight, then visit Dhobi Tole near the Janaki Temple area.']","[{'event_name': 'Dhobi Tole Cultural Evening (proposed)', 'venue': 'Village Ground', 'month___season': 'Winter', 'type': 'Cultural', 'description___source': 'Folk music, dance, and community activities.'}]",59,['Major temple known for large-scale fairs and rituals.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,3
301,gadhi mai forest area,rautahat,Oct–Apr,"Nature, Eco-tourism",Natural Attractions,"Nature Walk, Bird Watching",Easy,Road Accessible,27.05,85.3167,2,"The Gadhi Mai Forest Area in Bara district surrounds the famous Gadhimai Temple. It is a natural space with cultural significance, often visited by pilgrims and locals during festivals.",['Drive from Kathmandu to Bara District and continue locally to explore the Gadhi Mai forest region.'],"[{'event_name': 'Gadhi Mai Eco Trek (proposed)', 'venue': 'Forest / Trail', 'month___season': 'Spring', 'type': 'Eco / Adventure', 'description___source': 'Trekking event promoting forest conservation and eco-tourism.'}]",28,['Site of Nepal’s significant cultural fair.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,2
302,gadhi mai temple (bara),bara,"Jan-Mar, Oct-Dec","Religious, Fair",Cultural & Religious Sites,"Pilgrimage, Cultural Fair",Easy,"Road, Easy",27,85.0667,2,"Gadhimai Temple in Bara district is dedicated to Goddess Gadhimai. It is one of Nepal’s most famous temples, historically known for large-scale animal sacrifices during the Gadhimai Mela, though practices have been changing in recent years.","['From Kathmandu, take a road trip via Hetauda to Bara District and visit the Gadhi Mai Temple.']","[{'event_name': 'Gadhi Mai Temple Mela (real)', 'venue': 'Temple Premises', 'month___season': 'December', 'type': 'Religious', 'description___source': 'Major festival attracting thousands for prayers and rituals.'}]",36,['Peaceful Terai village with rich agriculture.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,2
303,gadhimai mela ground,bara,Nov–Dec (every 5 yrs),"Cultural, Festival",Cultural & Religious Sites,"Festival Gathering, Cultural Tourism",Easy,Road Accessible,27.0836,85.0479,2,"The Gadhimai Mela Ground is the site of the massive Gadhimai festival, which attracts hundreds of thousands of devotees from Nepal and India. It is one of the largest religious gatherings in the Terai.",['Travel from Kathmandu to Bara District and visit the Gadhimai Mela Ground where the large fair is held every five years.'],"[{'event_name': 'Gadhimai Maha Mela (real)', 'venue': 'Mela Ground', 'month___season': 'December', 'type': 'Religious / Cultural', 'description___source': 'Large religious and cultural fair with rituals and local markets.'}]",33,['District hub known for trade and historic significance.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,3
304,gamhariya village,bara,Oct–Mar,Cultural Village; Local Life,Cultural & Religious Sites,Cultural Tour; Photography; Local Interaction; Traditional Food,Easy,Road Accessible,26.975,85.16,2,"Gamhariya is a rural settlement in Bara district, reflecting traditional farming practices and community life. It is surrounded by fertile plains and rivers, offering a glimpse into Terai village culture.","['From Kathmandu, drive toward Rautahat District and continue locally to Gamhariya village.'
 'From Kathmandu, travel south through Hetauda and Kalaiya to reach Gamhariya, a culturally rich village in Bara District.']","[{'event_name': 'Gamhariya Village Folk Festival (proposed)', 'venue': 'Village Ground', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Traditional folk dances, songs, and handicraft exhibitions.'}, {'event_name': 'Gamhariya Village Folk Festival', 'venue': 'Village Ground', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Traditional dances, local food stalls, and handicraft exhibitions.'}]",25400,"['Historic temples and local cultural landmarks.', 'Gamhariya Village – Quiet farming community with strong cultural roots.']",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,0
305,gaur,rautahat,Oct–Mar,"Historical, Cultural, City",Cultural & Religious Sites,"Sightseeing, Heritage Walks",Easy,Road Accessible,27,85.2,2,"Gaur is the headquarters of Rautahat district, located near the Nepal–India border. It is a bustling town with markets, administrative offices, and cultural diversity, serving as a hub for trade and governance.",['Drive from Kathmandu to Gaur via Chandranigahapur and Hetauda to reach the Rautahat District headquarters.'],"[{'event_name': 'Gaur Town Mahotsav (real/proposed)', 'venue': 'Town Square', 'month___season': 'Winter', 'type': 'Cultural / Trade', 'description___source': 'Trade and cultural fair promoting local businesses and traditions.'}]",29,['Important Hindu site with religious gatherings.'],"Royal Indu Hotel, Family Restaurant and Bar","Near New Bus Park, Chandranigapur Highway, Gaur 44500",Simple budget stay,3.9,Low (~$10–20),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,"Royal Indu Hotel, Family Restaurant and Bar","Near New Bus Park, Chandranigapur Highway, Gaur 44500",Simple budget stay,3.9,Low (~$10–20),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,3
306,gaur (rautahat) heritage sites,rautahat,Oct-Mar,"Historical, Cultural",Cultural & Religious Sites,"Heritage Walk, Photography",Easy,"Road, Easy",26.9,85.1833,2,"Heritage sites in Gaur include old temples, shrines, and traditional marketplaces. These landmarks reflect the cultural richness of Rautahat and its historical importance as a border town.","['From Kathmandu, travel to Gaur town and explore its local temples and historical sites.']","[{'event_name': 'Gaur Heritage Walk & Festival (proposed)', 'venue': 'Heritage Sites', 'month___season': 'Winter', 'type': 'Cultural / Tourism', 'description___source': 'Guided walk, folk performances, and local food fairs.'}]",45,['Rural settlement with simple lifestyle and warm locals.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,3
307,gaurighat temple,rautahat,Oct–Mar,Temple; Pilgrimage; Hindu,Cultural & Religious Sites,Worship; Pilgrimage; Cultural Experience; Photography,Easy,Road Accessible,26.8935,85.235,2,"Gaurighat Temple is a Hindu shrine dedicated to Goddess Gauri. It is a local pilgrimage site where devotees gather during festivals, adding to the spiritual heritage of the Terai.",['Travel from Kathmandu to Janakpur and continue locally to visit Gaurighat Temple in the Dhanusha region.'],"[{'event_name': 'Gaurighat Temple Mela (proposed)', 'venue': 'Temple Premises', 'month___season': 'February', 'type': 'Religious', 'description___source': 'Local temple rituals, devotional songs, and community gathering.'}]",33,['Spiritual destination known for annual festivities.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,2
308,hariharpur village,mahottari,Oct–Mar,Cultural Village; Local Life,Cultural & Religious Sites,Cultural Tour; Local Experience; Photography; Homestay,Easy,Road Accessible,26.89,85.905,2,"Hariharpur is a rural settlement in Bara district, named after Lord Harihar (a form of Vishnu and Shiva). It is known for its cultural traditions and agricultural lifestyle.",['Drive from Kathmandu toward Rautahat or Sarlahi District and continue locally to Hariharpur village.'],"[{'event_name': 'Hariharpur Rural Festival (proposed)', 'venue': 'Village Ground', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Folk performances, traditional sports, and community food fair.'}]",21,['Renowned pilgrimage town of Mahadev devotees.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,0
309,jagdamba temple,sarlahi,Oct–Apr,"Religious, Spiritual",Cultural & Religious Sites,"Pilgrimage, Local Rituals",Easy,Road Accessible,26.9,85.55,2,"Jagdamba Temple is a Hindu shrine in the Terai, dedicated to Goddess Jagdamba. It is a spiritual center for local communities, especially during Navaratri and other festivals.","['From Kathmandu, travel to Rautahat District by road and visit Jagdamba Temple near Gaur area.']","[{'event_name': 'Jagdamba Temple Mela (real/proposed)', 'venue': 'Temple Premises', 'month___season': 'February', 'type': 'Religious', 'description___source': 'Temple fair with devotional rituals and cultural performances.'}]",30,['Sacred temple dedicated to Lord Shiva.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,2
310,jaleshwar dham,mahottari,Oct–Apr,"Religious, Spiritual",Cultural & Religious Sites,"Pilgrimage, Local Festivals",Easy,Road Accessible,26.65,85.8,2,"Jaleshwar Dham in Mahottari district is a famous Hindu pilgrimage site dedicated to Lord Shiva. It is one of the most important temples in the Terai, attracting thousands of devotees during Shivaratri and other religious occasions.","['Drive or fly from Kathmandu to Janakpur, then continue 18 km south to Jaleshwar Dham temple site.']","[{'event_name': 'Jaleshwar Dham Maha Mela (real)', 'venue': 'Temple Premises', 'month___season': 'March', 'type': 'Religious / Cultural', 'description___source': 'Large pilgrimage festival with cultural programs and market stalls.'}]",24,['Smaller shrines surrounding the main Janaki Temple.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,2
311,jaleshwor mahadev temple,mahottari,Oct–Mar,Temple; Pilgrimage; Hindu,Cultural & Religious Sites,Worship; Pilgrimage; Photography; Cultural Experience,Easy,Road Accessible,26.874,85.912,2,"Located in Mahottari district, Jaleshwor Mahadev Temple is a revered Hindu shrine dedicated to Lord Shiva. It is believed that the lingam here is self-manifested, making it a sacred pilgrimage site, especially during Maha Shivaratri.","['From Kathmandu, travel to Mahottari District and visit the sacred Jaleshwor Mahadev Temple.']","[{'event_name': 'Jaleshwor Mahadev Fair (real)', 'venue': 'Temple Premises', 'month___season': 'February', 'type': 'Religious', 'description___source': 'Devotional rituals and local cultural performances.'}]",20,['Heart of Mithila culture and major pilgrimage city.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,2
312,janaki temple minor complex,dhanusha,Oct–Nov,"Spiritual, Temple",Cultural & Religious Sites,"Temple Visit, Photography",Easy,Road accessible,26.73,85.921,2,"The Janaki Temple Minor Complex in Janakpur consists of smaller shrines and courtyards surrounding the grand Janaki Mandir. These minor temples honor deities linked to the Ramayana, adding depth to the spiritual atmosphere of Janakpur.",['Travel from Kathmandu to Janakpur city and explore smaller shrines within the Janaki Temple complex.'],"[{'event_name': 'Janaki Temple Cultural Fair (proposed)', 'venue': 'Temple Complex', 'month___season': 'November', 'type': 'Religious / Cultural', 'description___source': 'Cultural programs, worship rituals, and traditional food fair.'}]",39,['Serene riverfront used for rituals and ceremonies.'],Hotel Mahendra,"VH46+72F Hotel Mahendra, Malangawa 45800",Budget-friendly stay,4,Low (~$10–20),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Hotel Mahendra,"VH46+72F Hotel Mahendra, Malangawa 45800",Budget-friendly stay,4,Low (~$10–20),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,3
313,janakpur dham,dhanusha,Oct–Mar,"Religious,Cultural",Cultural & Religious Sites,"Pilgrimage, Sightseeing, Photography",Easy,Road + Train,26.7288,85.925,2,"Janakpur Dham is one of Nepal’s most important religious and cultural centers, associated with Goddess Sita and King Janak. It is home to the iconic Janaki Mandir, vibrant Mithila culture, and numerous festivals, including Vivaha Panchami.",['Take a flight or drive from Kathmandu to Janakpur to visit the famous Janaki Temple and cultural center.'],"[{'event_name': 'Janakpur Dham Mahotsav (real)', 'venue': 'Temple Premises', 'month___season': 'November', 'type': 'Religious / Cultural', 'description___source': 'Major festival celebrating goddess Sita with rituals and cultural shows.'}]",23,['Historic village with strong Mithila cultural roots.'],Hotel Mystic Mithila,"Shiva Chowk Station Road, Janakpur 45600",Budget-friendly stay,4,Low (~$10–20),Hotel Welcome,"Shiv chowk, Janakpur 45600",Comfortable mid-range rooms,4.2,Medium (~$35–60),Atithi Thakali Kitchen and hotel,Janakpur 45600,Luxury resort near temple,4.1,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,Hotel Mystic Mithila,"Shiva Chowk Station Road, Janakpur 45600",Budget-friendly stay,4,Low (~$10–20),Hotel Welcome,"Shiv chowk, Janakpur 45600",Comfortable mid-range rooms,4.2,Medium (~$35–60),Atithi Thakali Kitchen and hotel,Janakpur 45600,Luxury resort near temple,4.1,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,3
314,janakpur ghats,dhanusha,Oct–Mar,River; Pilgrimage; Cultural,Natural Attractions,Sightseeing; Pilgrimage; Cultural Tour; Photography,Easy,Road Accessible,26.718,85.925,2,"Janakpur Ghats are sacred bathing sites along ponds and rivers, where devotees perform rituals during Chhath and other festivals. They are central to Mithila spirituality and community gatherings.","['From Kathmandu, travel to Janakpur and explore the sacred ghats around the Dhanush Sagar and Ganga Sagar ponds.']","[{'event_name': 'Janakpur Ghat Cultural Evening (proposed)', 'venue': 'River Ghats', 'month___season': 'Winter', 'type': 'Cultural', 'description___source': 'Folk music, dance, and local food stalls along the riverbank.'}]",32,['Small riverside worship spot.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,3
315,kachorwa,kachorwa,Oct–Feb,"Village, Culture",Village & Rural Tourism,"Village Walks, Homestay",Easy,Road accessible,26.733,86.917,2,"Kachorwa is a settlement in Bara district, known for its cultural diversity and agricultural lifestyle. It is surrounded by fertile plains and serves as a hub for local traditions.",['Drive from Kathmandu to Bara District via Hetauda and continue locally to Kachorwa village.'],"[{'event_name': 'Kachorwa Village Fair (proposed)', 'venue': 'Village Ground', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Folk dances, handicrafts, and community activities.'}]",97,['Traditional community known for handicrafts.'],Kundan Hotel,"V39W+P6G, Simraungadh 01",Budget-friendly stay,4,Low (~$10–20),Nepal Madeira Hotel,"V39H+X2C, Piparpati Pachrauta 44400",Comfortable mid-range rooms,3.8,Medium (~$35–60),NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Kundan Hotel,"V39W+P6G, Simraungadh 01",Budget-friendly stay,4,Low (~$10–20),Nepal Madeira Hotel,"V39H+X2C, Piparpati Pachrauta 44400",Comfortable mid-range rooms,3.8,Medium (~$35–60),NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,0
316,kachorwa tiny ghat,kachorwa,Oct–Mar,River; Offbeat; Scenic,Natural Attractions,Photography; Picnic; Nature Walk,Easy,Road Accessible,26.725,85.91,2,The small ghat in Kachorwa is a local religious site where villagers gather for rituals and offerings. It reflects the intimate spiritual practices of rural communities,"['From Kathmandu, travel toward Bara District and visit the small river ghat in Kachorwa area.'
 'From Kathmandu, take the East–West Highway to Bara District and continue to Kachorwa to reach the small river ghat.']","[{'event_name': 'Kachorwa Tiny Ghat Eco Day (proposed)', 'venue': 'Riverbank', 'month___season': 'Spring', 'type': 'Eco / Adventure', 'description___source': 'Riverbank clean-up and eco-tourism awareness program.'}, {'event_name': 'Kachorwa Tiny Ghat Eco & Ritual Day', 'venue': 'Riverbank', 'month___season': 'Spring', 'type': 'Religious / Eco', 'description___source': 'Rituals combined with riverbank cleaning and eco-awareness.'}]",88500,"['One of the tallest Shiva statues in the world.', 'Kachorwa Tiny Ghat – Small riverside site used for local rituals.']",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,3
317,kachorwa village,dhanusha,Oct–Mar,Cultural Village; Local Life,Cultural & Religious Sites,Cultural Tour; Photography; Local Experience; Homestay,Easy,Road Accessible,26.72,85.91,2,"Kachorwa Village is a culturally rich settlement in Bara, blending farming traditions with religious life. It is home to temples and shrines that serve as community centers.",['Travel from Kathmandu to Bara District and continue locally to Kachorwa village area.'],"[{'event_name': 'Kachorwa Heritage Day (proposed)', 'venue': 'Village Ground', 'month___season': 'Winter', 'type': 'Cultural', 'description___source': 'Heritage preservation and local folk performances.'}]",42,['Peaceful site for spiritual activities along the river.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,3
