destination,clean_text,spring,summer,autumn,winter,cluster
hatiya,hill rural cultural natural attraction trekking cultural exploration photography hatiya village sankhuwasabha district close tibetan border historically significant trade route home diverse ethnic community including sherpa tibetan,1,0,1,0,1
dangok,rural nature natural attraction trekking rural exploration dangok rural settlement sankhuwasabha surrounded terraced field forest reflects traditional farming lifestyle kirati culture,1,0,1,0,1
bhotkhola,highland rural river valley natural attraction trekking rural exploration scenic viewing bhotkhola rural municipality sankhuwasabha named tibetan trader bhot historically passed region rich cultural diversity natural beauty,1,0,1,0,1
chyamtang,hill rural scenic natural attraction trekking cultural experience photography chyamtang village sankhuwasabha known sherpa tibetan heritage lie along trekking route offer insight buddhist tradition lifestyle,1,0,1,0,1
thudam,remote highland nature natural attraction trekking exploration photography thudam remote locality close tibet border culturally tibetan monastery yak pasture one isolated settlement nepal,1,0,1,0,1
brihaspati tal,lake nature religious natural attraction sightseeing pilgrimage photography brihaspati tal sacred lake sankhuwasabha revered hindu buddhist surrounded forest visited pilgrimage,1,0,1,0,1
rajarshi tal,lake religious nature natural attraction pilgrimage photography rajarshi tal another holy lake sankhuwasabha associated local legend spiritual ritual part district network sacred lake,1,0,1,0,1
rukma,hill rural natural attraction trekking rural exploration rukma rural settlement sankhuwasabha reflecting traditional farming kirati culture surrounded hill forest offering glimpse local lifestyle,1,0,1,0,1
sibrung,hill nature natural attraction trekking exploration sibrung locality close barun bajar home rai limbu community known mundhum tradition cultural dance,1,0,1,0,1
limkhim fall,waterfall nature natural attraction sightseeing photography trekking limkhim fall beautiful waterfall located taplejung district eastern nepal surrounded lush greenery traditional limbu village natural attraction reflects pristine himalayan environment,0,1,1,0,3
baide,hill nature natural attraction trekking photography baide rural settlement eastern nepal known agricultural lifestyle cultural diversity surrounded terraced field forested hill offering peaceful environment typical himalayan village,1,0,1,0,1
num,hill gateway trekking hub trekking adventure trekking photography tea garden num hilltop village sankhuwasabha district serving gateway national park offer panoramic view arun valley popular stop trekker heading toward makalu base camp village surrounded terraced field lush forest reflecting rural charm eastern nepal,1,0,1,0,1
sabha pokhari,lake religious scenic natural attraction pilgrimage trekking photography sabha pokhari sacred lake meter sankhuwasabha revered hindu kirati community gather annual pilgrimage lake surrounded alpine meadow rhododendron forest making site spiritual natural significance,1,1,1,0,1
nebare,rural hill natural attraction trekking rural experience nebare rural settlement sankhuwasabha known terraced field traditional farming practice reflects simple lifestyle kirati community offer scenic view surrounding hill,1,0,1,0,1
mangkhim,hill cultural religious natural attraction trekking cultural exploration photography mangkhim sacred site rai community eastern nepal dedicated deity kirati religion temple surrounding area important cultural ritual gathering,1,0,1,0,1
syaksila,hill nature natural attraction trekking photography syaksila village sankhuwasabha surrounded forest hill known kirati heritage traditional farming offering glimpse himalayan rural life,1,0,1,0,1
sempung,hill rural natural attraction trekking rural exploration sempung settlement sankhuwasabha reflecting traditional farming kirati culture surrounded terraced field natural landscape making peaceful rural destination,1,0,1,0,1
chainpur,town administrative cultural cultural religious site sightseeing market visit photography chainpur historic administrative center sankhuwasabha district known orange orchard cultural diversity bustling trade hub town reflects traditional modern lifestyle temple market scenic view arun valley,0,0,0,0,4
siddhakali,temple religious cultural cultural religious site pilgrimage worship photography siddhakali hindu temple sankhuwasabha dedicated goddess kali local pilgrimage site devotee gather festival reflecting spiritual tradition region,0,0,0,0,6
ambung,hill rural scenic natural attraction trekking cultural visit photography ambung village sankhuwasabha known cultural diversity scenic landscape surrounded terraced field forest making charming rural settlement,1,0,1,0,1
dhungesaghu,hill river nature natural attraction trekking photography rural experience dhungesaghu settlement sankhuwasabha reflecting traditional farming kirati heritage surrounded hill river offering natural beauty cultural richness,1,0,1,0,1
olangchung gola,mountain village cultural heritage natural attraction trekking cultural exploration olangchung gola taplejung one nepal remote himalayan village located near tibetan border culturally tibetan monastery stone house yak pasture historically trade hub nepal tibet today gateway trekking route,0,0,0,0,4
yangma,remote himalayan village village rural tourism trekking scenic view yangma remote village taplejung district close kanchenjunga region culturally tibetan known monastery lifestyle settlement lie along trekking trail leading toward kanchenjunga,0,0,0,0,4
merak,hilly settlement cultural site natural attraction trekking photography merak village taplejung reflecting kirati tibetan cultural influence surrounded hill forest offering glimpse traditional himalayan life,0,0,0,0,4
bajrangi lake,sacred lake natural attraction pilgrimage sightseeing bajrangi lake natural attraction eastern nepal surrounded forest hill considered sacred local often visited religious ritual festival,0,0,0,0,4
