destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,events,attraction_total_reviews,attraction_sample_reviews,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,restaurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,restaurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,restaurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,hotel_name_1.1,hotel_location_1.1,hotel_review_short_1.1,hotel_rating_approx_1.1,hotel_price_1.1,hotel_name_2.1,hotel_location_2.1,hotel_review_short_2.1,hotel_rating_approx_2.1,hotel_price_2.1,hotel_name_3.1,hotel_location_3.1,hotel_review_short_3.1,hotel_rating_approx_3.1,hotel_price_3.1,restaurant_name_1.1,reataurant_location_name_1,restaurant_rating_1.1,restaurant_price_range_1.1,restaurant_name_2.1,reataurant_location_name_2,restaurant_rating_2.1,restaurant_price_range_2.1,restaurant_name_3.1,reataurant_location_name_3,restaurant_rating_3.1,restaurant_price_range_3.1,clean_text,kmeans_cluster,gmm_cluster,dbscan_cluster
653,manikhel,kathmandu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6200° N,85.3800° E,3,"Manikhel in Lalitpur District is a Tamang village situated in the southern hills. It is known for its Buddhist monasteries, traditional houses, and cultural festivals. The area is scenic, with views of the Mahabharat range and fertile valleys.","['From Kathmandu, drive south via Godawari and Chapagaun to reach Manikhel village.']","[{'event_name': 'Manikhel Village Cultural Festival', 'venue': 'Village Grounds', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Folk music, dances, and handicraft stalls.'}]",875,['Hill village offering serene surroundings and local culture.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,manikhel manikhel lalitpur district tamang village situated southern hill known buddhist monastery traditional house cultural festival area scenic view mahabharat range fertile valley rural hiking event name manikhel village cultural festival venue village ground month season autumn type cultural description source folk music dance handicraft stall hill village offering serene surroundings local culture,0,0,-1
654,kalanti,kathmandu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6100° N,85.3900° E,3,"Kalanti is a rural locality in Bagmati Province, surrounded by hills and agricultural land. It is less documented but reflects the typical lifestyle of hill communities, with farming and small-scale trade as livelihoods.","['From Kathmandu, drive south via Godawari to reach Kalanti village.']","[{'event_name': 'Kalanti Highland Eco & Cultural Trek', 'venue': 'Hill / Village', 'month___season': 'Spring', 'type': 'Adventure / Eco', 'description___source': 'Trekking and folk performances.'}]",123,['Rural settlement with agricultural lands and scenic landscapes.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,kalanti kalanti rural locality bagmati province surrounded hill agricultural land less documented reflects typical lifestyle hill community farming small scale trade livelihood rural hiking event name kalanti highland eco cultural trek venue hill village month season spring type adventure eco description source trekking folk performance rural settlement agricultural land scenic landscape,3,3,-1
655,malpi,kathmandu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6000° N,85.4000° E,3,"Malpi in Kavrepalanchok District is famous for Malpi International School, one of Nepal’s leading private institutions. The area is semi-rural, with hills and rivers shaping its landscape. Malpi blends modern education with traditional village life.","['From Kathmandu, drive south via Godawari to Malpi village.']","[{'event_name': 'Malpi Village Cultural Festival', 'venue': 'Village Grounds', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Folk performances, music, and handicrafts.'}]",258,['Village with traditional lifestyle and peaceful environment.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,malpi malpi kavrepalanchok district famous malpi international school one nepal leading private institution area semi rural hill river shaping landscape malpi blend modern education traditional village life rural hiking event name malpi village cultural festival venue village ground month season autumn type cultural description source folk performance music handicraft village traditional lifestyle peaceful environment,0,0,-1
656,kapalkot,kathmandu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.5900° N,85.4100° E,3,"KapalKot in Sindhupalchok District is a small settlement known for its temples and hillside views. The name suggests ties to Hindu mythology, with “Kapal” referring to skull or head, often linked to Shiva traditions.","['From Kathmandu, drive south via Godawari and Chapagaun to reach KapalKot village.']","[{'event_name': 'KapalKot Highland Cultural Festival', 'venue': 'Hill / Village', 'month___season': 'Summer', 'type': 'Cultural', 'description___source': 'Trekking, folk performances, and handicraft exhibitions.'}]",159,['Historic site with hilltop views and cultural significance.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,kapalkot kapalkot sindhupalchok district small settlement known temple hillside view name suggests tie hindu mythology kapal referring skull head often linked shiva tradition rural hiking event name kapalkot highland cultural festival venue hill village month season summer type cultural description source trekking folk performance handicraft exhibition historic site hilltop view cultural significance,3,3,-1
657,baramchi,kathmandu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.5700° N,85.4300° E,3,"Baramchi in Sindhupalchok District had 3,484 residents in 1991. It lies at 1,384 meters and is surrounded by fertile valleys. The community is agricultural, with Hindu traditions shaping its cultural life.","['From Kathmandu, drive north via Helambu and Melamchi Valley to Baramchi village.']","[{'event_name': 'Baramchi Village Cultural Festival', 'venue': 'Village Grounds', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Folk music, dances, and handicrafts.'}]",654,['Peaceful village with natural beauty and rural charm.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,baramchi baramchi sindhupalchok district resident lie meter surrounded fertile valley community agricultural hindu tradition shaping cultural life rural hiking event name baramchi village cultural festival venue village ground month season autumn type cultural description source folk music dance handicraft peaceful village natural beauty rural charm,0,0,-1
658,mankha,kathmandu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.5600° N,85.4400° E,3,"Mankha in Sindhupalchok District had 3,065 residents in 1991. It lies at 1,208 meters and is part of the mid-hill settlements. The area is agricultural, with maize and millet as staple crops.","['From Kathmandu, drive north via Helambu trail to Mankha village.']","[{'event_name': 'Mankha Highland Eco & Cultural Day', 'venue': 'Hill / Village', 'month___season': 'Summer', 'type': 'Eco / Cultural', 'description___source': 'Trekking and local folk performances.'}]",321,['Remote village offering tranquility and mountain views.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,mankha mankha sindhupalchok district resident lie meter part mid hill settlement area agricultural maize millet staple crop rural hiking event name mankha highland eco cultural day venue hill village month season summer type eco cultural description source trekking local folk performance remote village offering tranquility mountain view,3,3,-1
659,baneshwor,kathmandu,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.5500° N,85.4500° E,3,"Baneshwor in Kathmandu is a major residential and commercial hub. It is divided into New Baneshwor and Old Baneshwor, with government offices, embassies, and shopping centers. Baneshwor is also home to Baneshwor Mahadev Temple, a historic shrine.",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,baneshwor baneshwor kathmandu major residential commercial hub divided new baneshwor old baneshwor government office embassy shopping center baneshwor also home baneshwor mahadev temple historic shrine religious pilgrimage,4,4,-1
660,yalmu waterfall,ramechhap,Oct–Dec,Nature,Natural Attractions,Trekking,Moderate,Trail,27.3400° N,86.0600° E,3,"Yalmu Waterfall in Sindhupalchok is a natural attraction surrounded by forests and hills. It is less documented but serves as a local tourist spot, offering scenic beauty and cool waters.","['From Kathmandu, drive north via Helambu and Melamchi Valley to reach Yalmu Waterfall.']","[{'event_name': 'Yalmu Waterfall Eco & Cultural Day', 'venue': 'Waterfall / Hill', 'month___season': 'Summer', 'type': 'Eco / Cultural', 'description___source': 'Trekking, folk performances, and environmental awareness.'}]",654,['Refreshing waterfall set in serene forested surroundings.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,yalmu waterfall yalmu waterfall sindhupalchok natural attraction surrounded forest hill less documented serf local tourist spot offering scenic beauty cool water nature trekking event name yalmu waterfall eco cultural day venue waterfall hill month season summer type eco cultural description source trekking folk performance environmental awareness refreshing waterfall set serene forested surroundings,2,2,2
661,gathi,ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3300° N,86.0500° E,3,"Gathi in Sindhupalchok District is a rural settlement with terraced farming and traditional houses. It is part of the mid-hill communities, with Hindu and Buddhist traditions shaping its culture.","['From Kathmandu, drive south via Godawari and Chapagaun to Gathi village.']","[{'event_name': 'Gathi Highland Cultural Festival', 'venue': 'Village Grounds', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Folk music, dances, and handicrafts.'}]",125,['Quiet rural village with scenic hills and farmland.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,gathi gathi sindhupalchok district rural settlement terraced farming traditional house part mid hill community hindu buddhist tradition shaping culture rural hiking event name gathi highland cultural festival venue village ground month season autumn type cultural description source folk music dance handicraft quiet rural village scenic hill farmland,0,0,-1
662,marming,ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3200° N,86.0450° E,3,"Marming in Sindhupalchok District had 2,729 residents in 1991. It lies at 1,046 meters and is surrounded by fertile valleys. The community is agricultural, with Hindu traditions dominating local life.","['From Kathmandu, drive north via Helambu trail to Marming village.'
 'From Kathmandu, drive north via Helambu trail to Marming village (repeat).']","[{'event_name': 'Marming Village Eco & Cultural Trek', 'venue': 'Hill / Village', 'month___season': 'Spring', 'type': 'Adventure / Eco', 'description___source': 'Trekking and folk performances.'}, {'event_name': 'Marming Highland Eco & Cultural Trek', 'venue': 'Hill / Village', 'month___season': 'Summer', 'type': 'Adventure / Eco', 'description___source': 'Trekking and local folk performances.'}]",136369,"['Hill village with peaceful landscapes and trekking access.', 'Hill village with trekking access and panoramic views.']",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,marming marming sindhupalchok district resident lie meter surrounded fertile valley community agricultural hindu tradition dominating local life rural hiking event name marming village eco cultural trek venue hill village month season spring type adventure eco description source trekking folk performance event name marming highland eco cultural trek venue hill village month season summer type adventure eco description source trekking local folk performance hill village peaceful landscape trekking access hill village trekking access panoramic view,3,3,-1
663,dhuskun,ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3150° N,86.0420° E,3,"Dhuskun in Sindhupalchok District had 3,480 residents in 1991. It lies at 1,066 meters and is part of the mid-hill settlements. The area is agricultural, with maize and millet as staples, and is culturally tied to Hindu traditions.","['From Kathmandu, drive north via Helambu trail to Dhuskun village.']","[{'event_name': 'Dhuskun Highland Eco & Cultural Day', 'venue': 'Hill / Village', 'month___season': 'Summer', 'type': 'Eco / Cultural', 'description___source': 'Trekking, folk performances, and environmental awareness.'}]",652,['Remote settlement with natural beauty and calm environment.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,dhuskun dhuskun sindhupalchok district resident lie meter part mid hill settlement area agricultural maize millet staple culturally tied hindu tradition rural hiking event name dhuskun highland eco cultural day venue hill village month season summer type eco cultural description source trekking folk performance environmental awareness remote settlement natural beauty calm environment,3,3,-1
664,chaukati,ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3100° N,86.0380° E,3,"Chaukati in Sindhupalchok District is a hillside settlement with a population of around 3,000 in the early 1990s. It is surrounded by terraced fields and rivers, with agriculture as the main livelihood. The community is culturally tied to Hindu traditions, with temples and seasonal festivals shaping its identity.","['From Kathmandu, drive south via Godawari and Chapagaun to Chaukati village.']","[{'event_name': 'Chaukati Village Cultural Festival', 'venue': 'Village Grounds', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Folk music, dances, and handicrafts.'}]",250,['Village along a hillside with panoramic views.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,chaukati chaukati sindhupalchok district hillside settlement population around early surrounded terraced field river agriculture main livelihood community culturally tied hindu tradition temple seasonal festival shaping identity rural hiking event name chaukati village cultural festival venue village ground month season autumn type cultural description source folk music dance handicraft village along hillside panoramic view,0,0,-1
665,ghorthali,ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3050° N,86.0350° E,3,"Ghorthali lies in Sindhupalchok District at an elevation of about 2,000 meters. It is a scenic village with views of the Himalayas and is part of trekking routes in the region. The settlement is known for its Tamang culture and Buddhist practices, with monasteries and prayer flags dotting the hillsides","['From Kathmandu, drive north via Helambu and Melamchi Valley to Ghorthali village.']","[{'event_name': 'Ghorthali Highland Cultural Day', 'venue': 'Village Grounds', 'month___season': 'Spring', 'type': 'Cultural', 'description___source': 'Folk performances and handicraft exhibitions.'}]",350,['Scenic rural area surrounded by forests and farmland.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,ghorthali ghorthali lie sindhupalchok district elevation meter scenic village view himalaya part trekking route region settlement known tamang culture buddhist practice monastery prayer flag dotting hillside rural hiking event name ghorthali highland cultural day venue village ground month season spring type cultural description source folk performance handicraft exhibition scenic rural area surrounded forest farmland,3,3,-1
